mu_influx;r;mu_feedback;s0;init_stress_influx;cue_P;zmax;aP;init_feedback;sP2NP_2;sNP2P_2;u;dmax;cue_NP;Npop;init_influx;ad;sNP2P_1;mu_stress_influx;sP2NP_1;gamma1;seed;gamma2;generation;freq_P;mean_feedback;mean_stress_influx;mean_influx;mean_hormone;mean_damage;var_feedback;var_stress_influx;var_influx;var_hormone;var_damage;prop_dead;file
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0;0;1;100;0;5000;2;0.5;0;0.02;0;0.1;701231842;0.1;5000000;0;1;10;2;2;2.22222;0;0;0;0;-1.4424e-12;0;./core_0/sim_stress_23_3_2019_000858_700675124
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0;0;1;100;0.05;5000;2;0.5;0;0.02;0;0.1;333560168;0.1;5000000;0;1;10;2;2.526;2.80349;0;0;0;4.98332;5.01259;0;./core_0/sim_stress_23_3_2019_003806_333191899
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0;0;1;100;0.1;5000;2;0.5;0;0.02;0;0.1;251351420;0.1;5000000;0;1;10;2;2.94;3.27673;0;0;0;8.5164;8.54127;0;./core_0/sim_stress_23_3_2019_010749_250974719
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0;0;1;100;0.2;5000;2;0.5;0;0.02;0;0.1;997995078;0.1;5000000;0;1;10;2;3.936;4.37415;0;0;0;15.6119;15.7604;0;./core_0/sim_stress_23_3_2019_013810_997689596
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0;0;1;100;0.3;5000;2;0.5;0;0.02;0;0.1;367255511;0.1;5000000;0;1;10;2;4.926;5.48017;0;0;0;20.6985;20.9137;0;./core_0/sim_stress_23_3_2019_020956_366992670
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0;0;1;100;0.4;5000;2;0.5;0;0.02;0;0.1;105609039;0.1;5000000;0;1;10;2;6.026;6.69939;0;0;0;24.0513;24.2366;0;./core_0/sim_stress_23_3_2019_024255_105272224
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0;0;1;100;0;5000;2;0.5;0;0.02;0;0.1;357417899;0.1;5000000;0;1;10;2;2;2.22222;0;0;0;0;-1.4424e-12;0;./core_0/sim_stress_23_3_2019_031628_357134371
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0;0;1;100;0.05;5000;2;0.5;0;0.02;0;0.1;739975480;0.1;5000000;0;1;10;2;2.55;2.82917;0;0;0;5.1975;5.21298;0;./core_0/sim_stress_23_3_2019_034532_739558964
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0;0;1;100;0.1;5000;2;0.5;0;0.02;0;0.1;827683424;0.1;5000000;0;1;10;2;2.904;3.23803;0;0;0;8.22278;8.30892;0;./core_0/sim_stress_23_3_2019_041522_827297903
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0;0;1;100;0.2;5000;2;0.5;0;0.02;0;0.1;179479373;0.1;5000000;0;1;10;2;4.002;4.45396;0;0;0;16.012;16.1557;0;./core_0/sim_stress_23_3_2019_044555_179167376
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0;0;1;100;0.3;5000;2;0.5;0;0.02;0;0.1;485880778;0.1;5000000;0;1;10;2;4.872;5.42648;0;0;0;20.4716;20.5915;0;./core_1/sim_stress_23_3_2019_000856_485211847
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0;0;1;100;0.4;5000;2;0.5;0;0.02;0;0.1;361768377;0.1;5000000;0;1;10;2;5.98;6.64988;0;0;0;23.9596;24.1228;0;./core_1/sim_stress_23_3_2019_004225_361415088
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0;0;1;100;0;5000;2;0.5;0;0.02;0;0.1;315751040;0.1;5000000;0;1;10;2;2;2.22222;0;0;0;0;-1.4424e-12;0;./core_1/sim_stress_23_3_2019_011630_268367181
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0;0;1;100;0.05;5000;2;0.5;0;0.02;0;0.1;933769654;0.1;5000000;0;1;10;2;2.462;2.74359;0;0;0;4.40656;4.43911;0;./core_1/sim_stress_23_3_2019_014547_923207865
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0;0;1;100;0.1;5000;2;0.5;0;0.02;0;0.1;638842653;0.1;5000000;0;1;10;2;3.02;3.34798;0;0;0;9.1596;9.24501;0;./core_1/sim_stress_23_3_2019_021542_623056682
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0;0;1;100;0.2;5000;2;0.5;0;0.02;0;0.1;3100937;0.1;5000000;0;1;10;2;4.108;4.54973;0;0;0;16.6363;16.7657;0;./core_1/sim_stress_23_3_2019_024556_970084720
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0;0;1;100;0.3;5000;2;0.5;0;0.02;0;0.1;635251934;0.1;5000000;0;1;10;2;4.944;5.50316;0;0;0;20.7729;21.0142;0;./core_1/sim_stress_23_3_2019_031744_621840888
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0;0;1;100;0.4;5000;2;0.5;0;0.02;0;0.1;720934695;0.1;5000000;0;1;10;2;6.032;6.70111;0;0;0;24.063;24.312;0;./core_1/sim_stress_23_3_2019_035042_706673679
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0;0;1;100;0;5000;2;0.5;0;0.02;0;0.1;326809500;0.1;5000000;0;1;10;2;2;2.22222;0;0;0;0;-1.4424e-12;0;./core_1/sim_stress_23_3_2019_042445_326404534
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0;0;1;100;0.05;5000;2;0.5;0;0.02;0;0.1;443197947;0.1;5000000;0;1;10;2;2.436;2.71767;0;0;0;4.1699;4.24266;0;./core_1/sim_stress_23_3_2019_045346_442908577
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0;0;1;100;0.1;5000;2;0.5;0;0.02;0;0.1;679080894;0.1;5000000;0;1;10;2;3.034;3.36231;0;0;0;9.27084;9.31583;0;./core_2/sim_stress_23_3_2019_000858_678554019
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0;0;1;100;0.2;5000;2;0.5;0;0.02;0;0.1;916945172;0.1;5000000;0;1;10;2;3.98;4.42491;0;0;0;15.8796;16.1717;0;./core_2/sim_stress_23_3_2019_003916_916672381
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0;0;1;100;0.3;5000;2;0.5;0;0.02;0;0.1;996051859;0.1;5000000;0;1;10;2;5.082;5.63576;0;0;0;21.3213;21.6005;0;./core_2/sim_stress_23_3_2019_011057_995619666
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0;0;1;100;0.4;5000;2;0.5;0;0.02;0;0.1;172593525;0.1;5000000;0;1;10;2;5.982;6.6483;0;0;0;23.9637;24.1454;0;./core_2/sim_stress_23_3_2019_014354_172311024
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0;0;1;100;0;5000;2;0.5;0;0.02;0;0.1;133429593;0.1;5000000;0;1;10;2;2;2.22222;0;0;0;0;-1.4424e-12;0;./core_2/sim_stress_23_3_2019_021716_133074314
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0;0;1;100;0.05;5000;2;0.5;0;0.02;0;0.1;334055816;0.1;5000000;0;1;10;2;2.54;2.81839;0;0;0;5.1084;5.15514;0;./core_2/sim_stress_23_3_2019_024621_333790191
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0;0;1;100;0.1;5000;2;0.5;0;0.02;0;0.1;430233062;0.1;5000000;0;1;10;2;3.046;3.37276;0;0;0;9.36588;9.43883;0;./core_2/sim_stress_23_3_2019_031605_429848958
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0;0;1;100;0.2;5000;2;0.5;0;0.02;0;0.1;620181241;0.1;5000000;0;1;10;2;4.082;4.52298;0;0;0;16.4853;16.5905;0;./core_2/sim_stress_23_3_2019_034622_619788460
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0;0;1;100;0.3;5000;2;0.5;0;0.02;0;0.1;982479675;0.1;5000000;0;1;10;2;4.97;5.53276;0;0;0;20.8791;21.0372;0;./core_2/sim_stress_23_3_2019_041805_982129855
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0;0;1;100;0.4;5000;2;0.5;0;0.02;0;0.1;258009345;0.1;5000000;0;1;10;2;6.054;6.71141;0;0;0;24.1051;24.4252;0;./core_2/sim_stress_23_3_2019_045114_257702006
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0;0;1;100;0;5000;2;0.5;0;0.02;0;0.1;485945097;0.1;5000000;0;1;10;2;2;2.22222;0;0;0;0;-1.4424e-12;0;./core_3/sim_stress_23_3_2019_000856_485227406
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0;0;1;100;0.05;5000;2;0.5;0;0.02;0;0.1;672065808;0.1;5000000;0;1;10;2;2.508;2.78711;0;0;0;4.82194;4.87803;0;./core_3/sim_stress_23_3_2019_003809_671697875
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0;0;1;100;0.1;5000;2;0.5;0;0.02;0;0.1;808450951;0.1;5000000;0;1;10;2;2.962;3.2842;0;0;0;8.69456;8.81277;0;./core_3/sim_stress_23_3_2019_010805_808052102
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0;0;1;100;0.2;5000;2;0.5;0;0.02;0;0.1;211815966;0.1;5000000;0;1;10;2;4.07;4.52282;0;0;0;16.4151;16.6311;0;./core_3/sim_stress_23_3_2019_013832_211445105
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0;0;1;100;0.3;5000;2;0.5;0;0.02;0;0.1;356886711;0.1;5000000;0;1;10;2;4.966;5.52128;0;0;0;20.8628;21.0485;0;./core_3/sim_stress_23_3_2019_021024_356424161
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0;0;1;100;0.4;5000;2;0.5;0;0.02;0;0.1;493220683;0.1;5000000;0;1;10;2;5.978;6.63119;0;0;0;23.9555;24.2372;0;./core_3/sim_stress_23_3_2019_024332_492835060
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0;0;1;100;0;5000;2;0.5;0;0.02;0;0.1;803116109;0.1;5000000;0;1;10;2;2;2.22222;0;0;0;0;-1.4424e-12;0;./core_3/sim_stress_23_3_2019_031737_802765663
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0;0;1;100;0.05;5000;2;0.5;0;0.02;0;0.1;691894604;0.1;5000000;0;1;10;2;2.554;2.83306;0;0;0;5.23308;5.28442;0;./core_3/sim_stress_23_3_2019_034523_691576201
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0;0;1;100;0.1;5000;2;0.5;0;0.02;0;0.1;395950592;0.1;5000000;0;1;10;2;2.988;3.31765;0;0;0;8.90386;9.00368;0;./core_3/sim_stress_23_3_2019_041515_395579019
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0;0;1;100;0.2;5000;2;0.5;0;0.02;0;0.1;418148618;0.1;5000000;0;1;10;2;3.986;4.42772;0;0;0;15.9158;16.0954;0;./core_3/sim_stress_23_3_2019_044543_417823778
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0;0;1;100;0.3;5000;2;0.5;0;0.02;0;0.1;380108315;0.1;5000000;0;1;10;2;4.938;5.49786;0;0;0;20.7482;20.9912;0;./core_4/sim_stress_23_3_2019_000856_379586578
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0;0;1;100;0.4;5000;2;0.5;0;0.02;0;0.1;366445581;0.1;5000000;0;1;10;2;5.874;6.53927;0;0;0;23.7321;23.9334;0;./core_4/sim_stress_23_3_2019_004206_366089770
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0;0;1;100;0;5000;2;0.5;0;0.02;0;0.1;4445567;0.1;5000000;0;1;10;2;2;2.22222;0;0;0;0;-1.4424e-12;0;./core_4/sim_stress_23_3_2019_011609_4135220
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0;0;1;100;0.05;5000;2;0.5;0;0.02;0;0.1;575640044;0.1;5000000;0;1;10;2;2.51;2.7819;0;0;0;4.8399;4.8684;0;./core_4/sim_stress_23_3_2019_014528_575288827
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0;0;1;100;0.1;5000;2;0.5;0;0.02;0;0.1;702641893;0.1;5000000;0;1;10;2;3.006;3.34037;0;0;0;9.04796;9.18146;0;./core_4/sim_stress_23_3_2019_021505_688458075
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0;0;1;100;0.2;5000;2;0.5;0;0.02;0;0.1;964907757;0.1;5000000;0;1;10;2;4.026;4.4764;0;0;0;16.1553;16.2933;0;./core_4/sim_stress_23_3_2019_024533_964524465
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0;0;1;100;0.3;5000;2;0.5;0;0.02;0;0.1;325801645;0.1;5000000;0;1;10;2;5.106;5.66188;0;0;0;21.4128;21.6705;0;./core_4/sim_stress_23_3_2019_031723_325468494
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0;0;1;100;0.4;5000;2;0.5;0;0.02;0;0.1;617406992;0.1;5000000;0;1;10;2;6.094;6.76444;0;0;0;24.1792;24.3459;0;./core_4/sim_stress_23_3_2019_034954_617120302
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0;0.05;1;100;0;5000;2;0.5;0.05;0.02;0;0.1;360250881;0.1;5000000;1;0.0129864;10.4664;4.22507;100;100;0.00012517;0.0251094;0.310943;0;0;0;./core_4/sim_stress_23_3_2019_042356_359843360
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0;0.05;1;100;0.05;5000;2;0.5;0.05;0.02;0;0.1;773550514;0.1;5000000;1;0.0123707;10.3872;4.37617;100;100;0.000120255;0.0166368;0.263542;0;0;0;./core_4/sim_stress_23_3_2019_053924_773064907
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0;0.05;1;100;0.1;5000;2;0.5;0.05;0.02;0;0.1;763739983;0.1;5000000;1;0.0124747;10.175;4.2665;100;100;0.000120445;0.00711784;0.275421;0;0;0;./core_5/sim_stress_23_3_2019_000856_753862883
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0;0.05;1;100;0.2;5000;2;0.5;0.05;0.02;0;0.1;108460567;0.1;5000000;1;0.0114945;10.2384;4.18993;100;100;0.000114716;0.0224534;0.164505;0;0;0;./core_5/sim_stress_23_3_2019_012243_108150502
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0;0.05;1;100;0.3;5000;2;0.5;0.05;0.02;0;0.1;174341399;0.1;5000000;1;0.0120662;10.0479;4.31068;100;100;0.000115731;0.00362283;0.303994;0;0;0;./core_5/sim_stress_23_3_2019_023946_174036074
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0;0.05;1;100;0.4;5000;2;0.5;0.05;0.02;0;0.1;811878117;0.1;5000000;1;0.011971;10.2038;4.2076;100;100;0.000120258;0.00579349;0.217276;0;0;0;./core_5/sim_stress_23_3_2019_035550_811530787
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0;0.05;1;100;0;5000;2;0.5;0.05;0.02;0;0.1;421052486;0.1;5000000;1;0.0119864;10.2902;3.56924;100;100;9.9973e-05;0.00716942;0.0339905;0;0;0;./core_5/sim_stress_23_3_2019_051219_420621377
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0;0.05;1;100;0.05;5000;2;0.5;0.05;0.02;0;0.1;268124051;0.1;5000000;1;0.0122092;10.3712;3.39672;100;100;9.68806e-05;0.00700599;0.0489745;0;0;0;./core_5/sim_stress_23_3_2019_062935_267671326
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0;0.05;1;100;0.1;5000;2;0.5;0.05;0.02;0;0.1;351490903;0.1;5000000;1;0.0117262;10.6701;3.52285;100;100;0.000104707;0.0138234;0.0917012;0;0;0;./core_5/sim_stress_23_3_2019_074356_351070483
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0;0.05;1;100;0.2;5000;2;0.5;0.05;0.02;0;0.1;522299730;0.1;5000000;1;0.0108864;10.503;3.39557;100;100;9.55272e-05;0.0100501;0.0409324;0;0;0;./core_5/sim_stress_23_3_2019_090118_521829717
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0;0.05;1;100;0.3;5000;2;0.5;0.05;0.02;0;0.1;899722340;0.1;5000000;1;0.0123628;10.2272;3.63575;100;100;0.000111746;0.0126787;0.0469088;0;0;0;./core_5/sim_stress_23_3_2019_101401_899360732
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0;0.05;1;100;0.4;5000;2;0.5;0.05;0.02;0;0.1;89078400;0.1;5000000;1;0.0138785;10.3887;3.55792;100;100;0.000114388;0.0263938;0.0827674;0;0;0;./core_5/sim_stress_23_3_2019_112541_88697585
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0;0.05;1;100;0;5000;2;0.5;0.05;0.02;0;0.1;756175777;0.1;5000000;1;0.0117137;10.1606;2.88451;100;100;7.77202e-05;0.00500208;0.0165185;0;0;0;./core_6/sim_stress_23_3_2019_000858_741511365
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0;0.05;1;100;0.05;5000;2;0.5;0.05;0.02;0;0.1;274789426;0.1;5000000;1;0.0115511;10.2021;3.14993;100;100;8.8505e-05;0.00972521;0.0191144;0;0;0;./core_6/sim_stress_23_3_2019_012750_274499837
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0;0.05;1;100;0.1;5000;2;0.5;0.05;0.02;0;0.1;198080854;0.1;5000000;1;0.0131776;10.1722;3.12869;100;100;8.9524e-05;0.00711006;0.00895798;0;0;0;./core_6/sim_stress_23_3_2019_024707_197725320
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0;0.05;1;100;0.2;5000;2;0.5;0.05;0.02;0;0.1;587038784;0.1;5000000;1;0.0129901;10.4051;3.08318;100;100;9.46649e-05;0.0180622;0.0500474;0;0;0;./core_6/sim_stress_23_3_2019_040613_586674369
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0;0.05;1;100;0.3;5000;2;0.5;0.05;0.02;0;0.1;841628495;0.1;5000000;1;0.0112375;10.1818;2.92413;100;100;8.11791e-05;0.0222112;0.0316816;0;0;0;./core_6/sim_stress_23_3_2019_052552_841249008
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0;0.05;1;100;0.4;5000;2;0.5;0.05;0.02;0;0.1;961842784;0.1;5000000;1;0.0103833;10.289;3.05544;100;100;8.50578e-05;0.00254305;0.02568;0;0;0;./core_6/sim_stress_23_3_2019_064417_961512561
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0;0.05;1;100;0;5000;2;0.5;0.05;0.02;0;0.1;748138018;0.1;5000000;1;0.0136658;10.4675;2.88924;100;100;8.55254e-05;0.0100346;0.0398842;0;0;0;./core_6/sim_stress_23_3_2019_080110_712087469
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0;0.05;1;100;0.05;5000;2;0.5;0.05;0.02;0;0.1;400328043;0.1;5000000;1;0.0116264;10.3218;2.77458;100;100;7.87058e-05;0.00950136;0.00867094;0;0;0;./core_6/sim_stress_23_3_2019_091738_400067675
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0;0.05;1;100;0.1;5000;2;0.5;0.05;0.02;0;0.1;602021016;0.1;5000000;1;0.00989732;10.2957;2.65877;100;100;6.63115e-05;0.00275327;0.0127742;0;0;0;./core_6/sim_stress_23_3_2019_103211_601705509
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0;0.05;1;100;0.2;5000;2;0.5;0.05;0.02;0;0.1;108625883;0.1;5000000;1;0.0131693;10.3239;2.8666;100;100;8.04969e-05;0.00406664;0.030575;0;0;0;./core_6/sim_stress_23_3_2019_114812_108247392
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0;0.05;1;100;0.3;5000;2;0.5;0.05;0.02;0;0.1;431575652;0.1;5000000;1;0.0111425;10.4149;2.73571;100;100;7.59599e-05;0.00872334;0.00936747;0;0;0;./core_7/sim_stress_23_3_2019_000858_430921265
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0;0.05;1;100;0.4;5000;2;0.5;0.05;0.02;0;0.1;391295170;0.1;5000000;1;0.0136557;10.021;3.08891;100;100;9.23737e-05;0.00530569;0.00728226;0;0;0;./core_7/sim_stress_23_3_2019_012929_390985758
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0;0.05;1;100;0;5000;2;0.5;0.05;0.02;0;0.1;363432605;0.1;5000000;1;0.0142646;10.2863;2.721;100;100;6.54086e-05;0.00719718;0.00950048;3.63798e-12;0;0;./core_7/sim_stress_23_3_2019_025002_349882099
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0;0.05;1;100;0.05;5000;2;0.5;0.05;0.02;0;0.1;75419868;0.1;5000000;1;0.0163215;10.3569;2.83493;100;100;6.27406e-05;0.0204711;0.0169752;0;0;0;./core_7/sim_stress_23_3_2019_041037_75059549
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0;0.05;1;100;0.1;5000;2;0.5;0.05;0.02;0;0.1;61918687;0.1;5000000;1;0.0138561;10.2739;2.94011;100;100;8.63332e-05;0.0113495;0.0345972;1.45519e-11;0;0;./core_7/sim_stress_23_3_2019_053106_61542143
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0;0.05;1;100;0.2;5000;2;0.5;0.05;0.02;0;0.1;850691410;0.1;5000000;1;0.013544;10.4646;2.76457;100;100;7.91094e-05;0.0119426;0.0107246;0;0;0;./core_7/sim_stress_23_3_2019_065210_850302432
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0;0.05;1;100;0.3;5000;2;0.5;0.05;0.02;0;0.1;190507436;0.1;5000000;1;0.0134871;10.2071;2.76348;100;100;7.96762e-05;0.00437256;0.00540031;0;0;0;./core_7/sim_stress_23_3_2019_081054_153522655
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0;0.05;1;100;0.4;5000;2;0.5;0.05;0.02;0;0.1;848398993;0.1;5000000;1;0.0156971;10.2813;3.13384;100;100;9.78139e-05;0.00732798;0.0140733;0;0;0;./core_7/sim_stress_23_3_2019_092736_848049475
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0;0.05;1;100;0;5000;2;0.5;0.05;0.02;0;0.1;190316766;0.1;5000000;1;0.020221;10.6647;3.30284;100;100;9.2131e-05;0.00708768;0.118402;0;0;0;./core_7/sim_stress_23_3_2019_104340_189845125
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0;0.05;1;100;0.05;5000;2;0.5;0.05;0.02;0;0.1;23600640;0.1;5000000;1;0.0155645;10.5282;2.8319;100;100;7.87377e-05;0.00499992;0.0705216;0;0;0;./core_7/sim_stress_23_3_2019_115747_10098286
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0;0.05;1;100;0.1;5000;2;0.5;0.05;0.02;0;0.1;404363758;0.1;5000000;1;0.0100915;10.5769;2.59474;100;100;6.73588e-05;0.0193198;0.00377472;0;0;0;./core_8/sim_stress_23_3_2019_000858_403840166
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0;0.05;1;100;0.2;5000;2;0.5;0.05;0.02;0;0.1;425326826;0.1;5000000;1;0.0136813;10.3403;2.49706;100;100;6.11559e-05;0.0224655;0.0058198;0;0;0;./core_8/sim_stress_23_3_2019_012954_425047688
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0;0.05;1;100;0.3;5000;2;0.5;0.05;0.02;0;0.1;455213335;0.1;5000000;1;0.0136496;10.5189;2.63609;100;100;6.87275e-05;0.0689256;0.0133866;0;0;0;./core_8/sim_stress_23_3_2019_025053_423744722
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0;0.05;1;100;0.4;5000;2;0.5;0.05;0.02;0;0.1;565096783;0.1;5000000;1;0.0155938;10.5025;2.73342;100;100;6.53008e-05;0.0538332;0.0343696;0;0;0;./core_8/sim_stress_23_3_2019_041006_477263774
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0;0.05;1;100;0;5000;2;0.5;0.05;0.02;0;0.1;267940961;0.1;5000000;1;0.216509;11.6941;11.9685;85.4621;86.4469;0.113726;2.97087;235.364;790.642;749.627;0.0654;./core_8/sim_stress_23_3_2019_053036_267658494
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0;0.05;1;100;0.05;5000;2;0.5;0.05;0.02;0;0.1;866146382;0.1;5000000;1;0.104427;11.6224;6.55828;93.3507;93.8012;0.0545551;5.89857;95.5319;416.733;392.137;0.03;./core_8/sim_stress_23_3_2019_072331_865811250
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0;0.05;1;100;0.1;5000;2;0.5;0.05;0.02;0;0.1;648005113;0.1;5000000;1;0.460055;11.4172;24.451;71.9062;73.8248;0.184297;0.331239;425.171;1090.3;1057.52;0.1202;./core_8/sim_stress_23_3_2019_085249_640948615
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0;0.05;1;100;0.2;5000;2;0.5;0.05;0.02;0;0.1;902950313;0.1;5000000;1;0.471824;11.7084;25.2228;71.1436;73.2231;0.177821;1.18323;422.51;1091.37;1063.91;0.1248;./core_8/sim_stress_23_3_2019_110320_902653441
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0;0.05;1;100;0.3;5000;2;0.5;0.05;0.02;0;0.1;471676537;0.1;5000000;1;0.363388;12.0873;19.4921;77.4858;79.134;0.169356;3.98854;391.244;1019.07;981.197;0.1036;./core_8/sim_stress_23_3_2019_130908_471349836
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0;0.05;1;100;0.4;5000;2;0.5;0.05;0.02;0;0.1;563363515;0.1;5000000;1;0.398015;11.0429;21.1284;76.1171;77.6318;0.197072;0.349827;441.362;1051.22;1008.12;0.1038;./core_8/sim_stress_23_3_2019_150146_563005937
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0;0.05;1;100;0;5000;2;0.5;0.05;0.02;0;0.1;779794414;0.1;5000000;1;0.733368;9.42128;39.3146;55.1388;58.4434;0.0943782;0.367143;241.819;898.516;953.186;0.1822;./core_9/sim_stress_23_3_2019_000858_779206104
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0;0.05;1;100;0.05;5000;2;0.5;0.05;0.02;0;0.1;439340596;0.1;5000000;1;0.785223;11.295;40.4862;55.2742;58.6406;0.110831;0.143965;264.047;923.19;974.595;0.1874;./core_9/sim_stress_23_3_2019_030930_438850642
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0;0.05;1;100;0.1;5000;2;0.5;0.05;0.02;0;0.1;442208019;0.1;5000000;1;0.757297;11.4063;38.553;53.1133;56.4759;0.0860679;0.122576;197.205;914.024;980.896;0.2006;./core_9/sim_stress_23_3_2019_060827_388945483
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0;0.05;1;100;0.2;5000;2;0.5;0.05;0.02;0;0.1;578192710;0.1;5000000;1;0.786927;12.4755;40.4565;54.5463;58.0556;0.0902938;0.560785;212.107;902.389;971.906;0.1934;./core_9/sim_stress_23_3_2019_090027_577791746
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0;0.05;1;100;0.3;5000;2;0.5;0.05;0.02;0;0.1;823371156;0.1;5000000;1;0.692645;11.4416;36.0148;60.1716;63.1945;0.147712;0.243953;357.706;1001.74;1023.8;0.1652;./core_9/sim_stress_23_3_2019_114404_822921146
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0;0.05;1;100;0.4;5000;2;0.5;0.05;0.02;0;0.1;816696886;0.1;5000000;1;0.682894;12.8297;34.3994;59.6092;62.6063;0.143968;1.66306;319.596;1047.44;1074.3;0.1762;./core_9/sim_stress_23_3_2019_140911_816012740
