mu_influx;r;mu_feedback;s0;init_stress_influx;cue_P;zmax;aP;init_feedback;sP2NP_2;sNP2P_2;u;dmax;cue_NP;Npop;init_influx;ad;sNP2P_1;mu_stress_influx;sP2NP_1;gamma1;seed;gamma2;generation;freq_P;mean_feedback;mean_stress_influx;mean_influx;mean_hormone;mean_damage;var_feedback;var_stress_influx;var_influx;var_hormone;var_damage;prop_dead;file
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0.2;0.45;1;100;0.1;5000;2;0.5;0.45;0.02;0.2;0.1;114025230;0.1;5000000;0.663;0.283912;14.977;12.0321;78.241;79.8208;0.11428;32.8373;139.439;956.627;893.711;0.0632;./core_239/sim_stress_23_3_2019_122720_113716135
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0.2;0.45;1;100;0.2;5000;2;0.5;0.45;0.02;0.2;0.1;944443471;0.1;5000000;0.6326;0.695416;18.1637;29.9338;55.4399;59.0339;0.0939048;12.761;150.448;809.061;828.982;0.127;./core_239/sim_stress_23_3_2019_141024_944086041
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0.2;0.45;1;100;0.3;5000;2;0.5;0.45;0.02;0.2;0.1;559328495;0.1;5000000;0.6218;0.65773;17.4989;28.546;58.573;62.0893;0.109789;12.9991;182.616;835.634;838.437;0.1136;./core_239/sim_stress_23_3_2019_162150_558861158
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0.2;0.45;1;100;0.4;5000;2;0.5;0.45;0.02;0.2;0.1;511286408;0.1;5000000;0.6376;0.572667;16.7466;25.7059;61.6035;65.0027;0.10721;14.1034;183.258;890.748;895.121;0.1162;./core_239/sim_stress_23_3_2019_182745_510807483
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0.25;0;1;100;0;5000;2;0.5;0;0.02;0.25;0.1;859228046;0.1;5000000;0;0.999884;9.99998;1.99998;2.00022;2.22246;1.38824e-06;3.09716e-06;3.36597e-06;9.15709e-06;1.13051e-05;0;./core_240/sim_stress_23_3_2019_000911_858895528
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0.25;0;1;100;0.05;5000;2;0.5;0;0.02;0.25;0.1;440594037;0.1;5000000;0;0.999893;9.99999;2;2.53629;2.81592;1.17621e-06;3.26469e-06;2.92884e-06;5.07279;5.11075;0;./core_240/sim_stress_23_3_2019_004245_408404294
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0.25;0;1;100;0.1;5000;2;0.5;0;0.02;0.25;0.1;182330686;0.1;5000000;0;0.999882;10;1.99999;2.95633;3.29023;1.32319e-06;3.07911e-06;2.71655e-06;8.64649;8.75667;0;./core_240/sim_stress_23_3_2019_011640_181909154
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0.25;0;1;100;0.2;5000;2;0.5;0;0.02;0.25;0.1;421579859;0.1;5000000;0;0.999898;10;2.00002;4.08038;4.52704;1.16601e-06;2.6582e-06;3.38971e-06;16.4738;16.6429;0;./core_240/sim_stress_23_3_2019_014931_421261766
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0.25;0;1;100;0.3;5000;2;0.5;0;0.02;0.25;0.1;63640097;0.1;5000000;0;0.999893;9.99999;1.99996;4.99648;5.55058;1.2691e-06;2.76041e-06;3.08827e-06;20.9829;21.0367;0;./core_240/sim_stress_23_3_2019_022342_48142500
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0.25;0;1;100;0.4;5000;2;0.5;0;0.02;0.25;0.1;139762019;0.1;5000000;0;0.999901;9.99998;1.99999;5.96051;6.61741;1.07655e-06;3.24054e-06;3.14452e-06;23.9188;24.2437;0;./core_240/sim_stress_23_3_2019_025934_139460793
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0.25;0;1;100;0;5000;2;0.5;0;0.02;0.25;0.1;951870208;0.1;5000000;0;0.9999;9.99999;2.00004;2.00024;2.22249;1.28519e-06;3.15291e-06;2.98488e-06;8.66048e-06;1.06919e-05;0;./core_240/sim_stress_23_3_2019_033756_951525624
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0.25;0;1;100;0.05;5000;2;0.5;0;0.02;0.25;0.1;554706668;0.1;5000000;0;0.999878;10;2.00003;2.50632;2.78462;1.68739e-06;2.74303e-06;2.893e-06;4.80399;4.84045;0;./core_240/sim_stress_23_3_2019_041205_554397494
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0.25;0;1;100;0.1;5000;2;0.5;0;0.02;0.25;0.1;479652754;0.1;5000000;0;0.999897;10;2;3.03236;3.36265;1.24103e-06;2.2877e-06;3.66075e-06;9.2556;9.29993;0;./core_240/sim_stress_23_3_2019_044603_479326802
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0.25;0;1;100;0.2;5000;2;0.5;0;0.02;0.25;0.1;960463843;0.1;5000000;0;0.999866;9.99996;2.00002;3.98442;4.42695;1.83604e-06;3.3026e-06;2.16144e-06;15.9037;16.047;0;./core_240/sim_stress_23_3_2019_052139_960153712
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0.25;0;1;100;0.3;5000;2;0.5;0;0.02;0.25;0.1;564478343;0.1;5000000;0;0.99988;9.99997;1.99999;4.99052;5.54891;1.40707e-06;2.46742e-06;2.99007e-06;20.9609;21.0486;0;./core_241/sim_stress_23_3_2019_000911_548764555
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0.25;0;1;100;0.4;5000;2;0.5;0;0.02;0.25;0.1;391889165;0.1;5000000;0;0.999894;10;2;5.93671;6.59695;1.37153e-06;3.27724e-06;2.72416e-06;23.8671;23.9896;0;./core_241/sim_stress_23_3_2019_004728_391425574
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0.25;0;1;100;0;5000;2;0.5;0;0.02;0.25;0.1;386582840;0.1;5000000;0;0.999885;10;1.99999;2.00022;2.22246;1.27384e-06;2.80321e-06;2.21704e-06;7.46532e-06;9.21644e-06;0;./core_241/sim_stress_23_3_2019_012610_386232451
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0.25;0;1;100;0.05;5000;2;0.5;0;0.02;0.25;0.1;91731724;0.1;5000000;0;0.99988;10;2.00002;2.49244;2.76924;1.53262e-06;3.45684e-06;2.56837e-06;4.67756;4.72923;0;./core_241/sim_stress_23_3_2019_020037_91367176
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0.25;0;1;100;0.1;5000;2;0.5;0;0.02;0.25;0.1;427829186;0.1;5000000;0;0.999884;9.99999;2;2.99042;3.32474;1.44594e-06;2.66258e-06;2.37907e-06;8.91996;8.99161;0;./core_241/sim_stress_23_3_2019_023553_427560050
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0.25;0;1;100;0.2;5000;2;0.5;0;0.02;0.25;0.1;588996676;0.1;5000000;0;0.999841;10;2.00004;4.0126;4.45686;1.96668e-06;2.66693e-06;3.01035e-06;16.0709;16.3007;0;./core_241/sim_stress_23_3_2019_031121_588585309
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0.25;0;1;100;0.3;5000;2;0.5;0;0.02;0.25;0.1;71544719;0.1;5000000;0;0.999896;10;2;5.17871;5.7304;1.29682e-06;2.60271e-06;2.89209e-06;21.6797;21.8785;0;./core_241/sim_stress_23_3_2019_034836_71144777
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0.25;0;1;100;0.4;5000;2;0.5;0;0.02;0.25;0.1;391877894;0.1;5000000;0;0.999887;10;1.99998;5.98266;6.64941;1.4173e-06;3.24424e-06;3.64736e-06;23.9641;24.1172;0;./core_241/sim_stress_23_3_2019_042513_391565305
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0.25;0;1;100;0;5000;2;0.5;0;0.02;0.25;0.1;956104782;0.1;5000000;0;0.999887;9.99997;2.00001;2.00024;2.22248;1.24076e-06;2.42009e-06;2.21406e-06;7.28088e-06;8.98875e-06;0;./core_241/sim_stress_23_3_2019_050448_955782142
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0.25;0;1;100;0.05;5000;2;0.5;0;0.02;0.25;0.1;604720975;0.1;5000000;0;0.999892;10;2;2.49825;2.77237;1.17341e-06;2.9895e-06;3.27667e-06;4.73175;4.79488;0;./core_241/sim_stress_23_3_2019_054000_604255481
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0.25;0;1;100;0.1;5000;2;0.5;0;0.02;0.25;0.1;571418101;0.1;5000000;0;0.999863;10;2.00003;3.0044;3.33828;1.82455e-06;3.08608e-06;2.99672e-06;9.032;9.08656;0;./core_242/sim_stress_23_3_2019_000911_571037104
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0.25;0;1;100;0.2;5000;2;0.5;0;0.02;0.25;0.1;156515682;0.1;5000000;0;0.999882;10;1.99998;4.08634;4.53338;1.37553e-06;2.44211e-06;2.79859e-06;16.5091;16.5936;0;./core_242/sim_stress_23_3_2019_004540_156182556
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0.25;0;1;100;0.3;5000;2;0.5;0;0.02;0.25;0.1;669282548;0.1;5000000;0;0.999885;9.99999;2.00001;4.96858;5.53655;1.566e-06;2.49791e-06;2.60189e-06;20.8692;21.0041;0;./core_242/sim_stress_23_3_2019_012348_668956603
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0.25;0;1;100;0.4;5000;2;0.5;0;0.02;0.25;0.1;824190973;0.1;5000000;0;0.999885;10;2.00002;5.99279;6.66035;1.46245e-06;2.59768e-06;2.76596e-06;23.9861;24.2863;0;./core_242/sim_stress_23_3_2019_020243_823840097
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0.25;0;1;100;0;5000;2;0.5;0;0.02;0.25;0.1;977163338;0.1;5000000;0;0.999857;10;2.00002;2.00031;2.22257;1.79432e-06;2.29471e-06;3.35813e-06;1.09216e-05;1.34835e-05;0;./core_242/sim_stress_23_3_2019_024316_937957552
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0.25;0;1;100;0.05;5000;2;0.5;0;0.02;0.25;0.1;43160691;0.1;5000000;0;0.999855;10;1.99999;2.50034;2.77659;2.08105e-06;2.70027e-06;2.59742e-06;4.75022;4.79535;0;./core_242/sim_stress_23_3_2019_031922_42839778
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0.25;0;1;100;0.1;5000;2;0.5;0;0.02;0.25;0.1;842278255;0.1;5000000;0;0.999868;10;1.99998;3.02433;3.35881;1.60172e-06;2.85731e-06;2.14011e-06;9.1906;9.26665;0;./core_242/sim_stress_23_3_2019_035500_841932146
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0.25;0;1;100;0.2;5000;2;0.5;0;0.02;0.25;0.1;366794041;0.1;5000000;0;0.999859;10;2;4.01847;4.46137;1.89597e-06;2.89069e-06;2.85065e-06;16.1078;16.3178;0;./core_242/sim_stress_23_3_2019_043133_366418723
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0.25;0;1;100;0.3;5000;2;0.5;0;0.02;0.25;0.1;724260641;0.1;5000000;0;0.999897;9.99997;1.99997;4.96839;5.53021;1.20697e-06;2.03621e-06;2.71353e-06;20.8707;21.196;0;./core_242/sim_stress_23_3_2019_050945_723572299
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0.25;0;1;100;0.4;5000;2;0.5;0;0.02;0.25;0.1;461552125;0.1;5000000;0;0.999875;10;1.99998;6.04477;6.70731;1.55744e-06;2.25467e-06;2.86242e-06;24.0862;24.3396;0;./core_242/sim_stress_23_3_2019_054858_461200869
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0.25;0;1;100;0;5000;2;0.5;0;0.02;0.25;0.1;683959988;0.1;5000000;0;0.999893;9.99999;1.99999;2.0002;2.22245;1.30086e-06;2.96861e-06;2.9965e-06;8.26459e-06;1.02032e-05;0;./core_243/sim_stress_23_3_2019_000911_683607832
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0.25;0;1;100;0.05;5000;2;0.5;0;0.02;0.25;0.1;831438576;0.1;5000000;0;0.999896;10;2.00002;2.5123;2.78665;1.42292e-06;2.87314e-06;2.15543e-06;4.85832;4.88523;0;./core_243/sim_stress_23_3_2019_004541_831031119
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0.25;0;1;100;0.1;5000;2;0.5;0;0.02;0.25;0.1;708052782;0.1;5000000;0;0.999881;10;2.00003;2.96443;3.29941;1.58892e-06;3.13e-06;2.85851e-06;8.71036;8.77042;0;./core_243/sim_stress_23_3_2019_012309_707573072
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0.25;0;1;100;0.2;5000;2;0.5;0;0.02;0.25;0.1;217252602;0.1;5000000;0;0.99986;10;2.00003;4.00651;4.45007;1.70141e-06;2.62421e-06;2.99231e-06;16.0354;16.2603;0;./core_243/sim_stress_23_3_2019_020045_216930115
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0.25;0;1;100;0.3;5000;2;0.5;0;0.02;0.25;0.1;389996729;0.1;5000000;0;0.99986;9.99997;2;5.02475;5.59461;2.00572e-06;2.92315e-06;2.45827e-06;21.0936;21.3427;0;./core_243/sim_stress_23_3_2019_023938_389580936
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0.25;0;1;100;0.4;5000;2;0.5;0;0.02;0.25;0.1;950558421;0.1;5000000;0;0.999916;9.99995;2.00003;6.02446;6.68594;1.04207e-06;2.97931e-06;2.69733e-06;24.0465;24.3158;0;./core_243/sim_stress_23_3_2019_031951_950101645
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0.25;0;1;100;0;5000;2;0.5;0;0.02;0.25;0.1;957761468;0.1;5000000;0;0.999867;10;2.00001;2.00029;2.22254;2.01119e-06;3.1108e-06;2.00749e-06;1.03282e-05;1.27508e-05;0;./core_243/sim_stress_23_3_2019_040022_957258402
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0.25;0;1;100;0.05;5000;2;0.5;0;0.02;0.25;0.1;84626993;0.1;5000000;0;0.999903;10;2.00001;2.54822;2.82356;1.17017e-06;2.485e-06;2.11265e-06;5.17978;5.23479;0;./core_243/sim_stress_23_3_2019_043714_84298789
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0.25;0;1;100;0.1;5000;2;0.5;0;0.02;0.25;0.1;463099722;0.1;5000000;0;0.999867;10;2.00001;2.96839;3.31411;1.72163e-06;2.68743e-06;2.16977e-06;8.74268;8.80317;0;./core_243/sim_stress_23_3_2019_051411_462764914
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0.25;0;1;100;0.2;5000;2;0.5;0;0.02;0.25;0.1;172577848;0.1;5000000;0;0.999881;9.99999;1.99996;4.0384;4.47548;1.5034e-06;2.58544e-06;2.46277e-06;16.2259;16.3978;0;./core_243/sim_stress_23_3_2019_055221_172103095
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0.25;0;1;100;0.3;5000;2;0.5;0;0.02;0.25;0.1;646721921;0.1;5000000;0;0.999885;9.99997;2.00001;4.99262;5.54853;1.71165e-06;2.88525e-06;1.73417e-06;20.9696;21.1238;0;./core_244/sim_stress_23_3_2019_000911_646118998
0.02;0.9;0.02;0.5;10;0.7;100;0.5;1;0.25;0;1;100;0.4;5000;2;0.5;0;0.02;0.25;0.1;725846754;0.1;5000000;0;0.999857;10;1.99997;5.93279;6.59178;1.73138e-06;2.45498e-06;2.92217e-06;23.8588;24.0178;0;./core_244/sim_stress_23_3_2019_004923_725393731
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0.25;0;1;100;0;5000;2;0.5;0;0.02;0.25;0.1;810938790;0.1;5000000;0;0.999867;10;1.99999;2.00026;2.22251;1.65884e-06;2.30905e-06;3.01169e-06;9.67912e-06;1.19495e-05;0;./core_244/sim_stress_23_3_2019_013027_802671972
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0.25;0;1;100;0.05;5000;2;0.5;0;0.02;0.25;0.1;108966232;0.1;5000000;0;0.999878;9.99997;2;2.49025;2.76654;1.60796e-06;3.33796e-06;2.03587e-06;4.65995;4.68608;0;./core_244/sim_stress_23_3_2019_020727_108508253
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0.25;0;1;100;0.1;5000;2;0.5;0;0.02;0.25;0.1;78191038;0.1;5000000;0;0.999905;10;1.99998;2.96232;3.29642;1.16265e-06;2.7523e-06;3.53304e-06;8.69449;8.78892;0;./core_244/sim_stress_23_3_2019_024503_77864920
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0.25;0;1;100;0.2;5000;2;0.5;0;0.02;0.25;0.1;856590191;0.1;5000000;0;0.999894;9.99998;2;3.94653;4.39543;1.34061e-06;2.92674e-06;3.43519e-06;15.672;15.8538;0;./core_244/sim_stress_23_3_2019_032250_845913437
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0.25;0;1;100;0.3;5000;2;0.5;0;0.02;0.25;0.1;566946226;0.1;5000000;0;0.999886;9.99998;2;5.03255;5.58611;1.3303e-06;3.15363e-06;2.87695e-06;21.1268;21.3467;0;./core_244/sim_stress_23_3_2019_040238_553379680
0.02;0.9;0.02;0.5;10;0.8;100;0.5;1;0.25;0;1;100;0.4;5000;2;0.5;0;0.02;0.25;0.1;847284518;0.1;5000000;0;0.999861;10;2.00001;5.84678;6.51563;1.71049e-06;2.35786e-06;2.72612e-06;23.6669;23.9302;0;./core_244/sim_stress_23_3_2019_044255_846800150
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0.25;0.05;1;100;0;5000;2;0.5;0.05;0.02;0.25;0.1;29318411;0.1;5000000;0.1684;0.0166798;10.05;2.45755;100;100;2.58038e-05;0.0109155;0.00152167;0;0;0;./core_244/sim_stress_23_3_2019_052412_29016727
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0.25;0.05;1;100;0.05;5000;2;0.5;0.05;0.02;0.25;0.1;354953468;0.1;5000000;0.1846;0.019219;10.0379;2.5677;100;100;4.05047e-05;0.00341326;0.00248475;0;0;0;./core_244/sim_stress_23_3_2019_060345_354606335
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0.25;0.05;1;100;0.1;5000;2;0.5;0.05;0.02;0.25;0.1;915624169;0.1;5000000;0.1658;0.0184888;10.0282;2.32026;100;100;1.85204e-05;0.00579341;0.00305652;0;0;0;./core_245/sim_stress_23_3_2019_000911_891540843
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0.25;0.05;1;100;0.2;5000;2;0.5;0.05;0.02;0.25;0.1;505557796;0.1;5000000;0.1596;0.015566;10.0596;2.3555;100;100;5.35483e-05;0.00148623;0.0135578;0;0;0;./core_245/sim_stress_23_3_2019_005043_490776468
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0.25;0.05;1;100;0.3;5000;2;0.5;0.05;0.02;0.25;0.1;594381039;0.1;5000000;0.157;0.0269643;10.1812;3.71822;100;100;0.000140597;0.0201195;0.188595;0;0;0;./core_245/sim_stress_23_3_2019_013344_594001817
0.02;0.9;0.02;0.5;10;0.1;100;0.5;1;0.25;0.05;1;100;0.4;5000;2;0.5;0.05;0.02;0.25;0.1;87991505;0.1;5000000;0.1614;0.030929;10.9421;4.45228;100;100;0.00025984;0.112985;0.282093;5.45697e-12;0;0;./core_245/sim_stress_23_3_2019_021846_72171347
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0.25;0.05;1;100;0;5000;2;0.5;0.05;0.02;0.25;0.1;978050458;0.1;5000000;0.1674;0.0177255;10.1909;2.35131;100;100;2.55241e-05;0.00507078;0.00351321;0;0;0;./core_245/sim_stress_23_3_2019_030351_960531550
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0.25;0.05;1;100;0.05;5000;2;0.5;0.05;0.02;0.25;0.1;836667027;0.1;5000000;0.1666;0.0159436;10.0497;2.32852;100;100;3.27957e-05;0.00240665;0.00268007;3.63798e-12;0;0;./core_245/sim_stress_23_3_2019_034427_836254678
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0.25;0.05;1;100;0.1;5000;2;0.5;0.05;0.02;0.25;0.1;448258472;0.1;5000000;0.1556;0.0199334;10.1868;2.61056;100;100;5.00186e-05;0.0137042;0.0127014;7.27596e-12;0;0;./core_245/sim_stress_23_3_2019_042542_447980073
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0.25;0.05;1;100;0.2;5000;2;0.5;0.05;0.02;0.25;0.1;501358349;0.1;5000000;0.1672;0.024059;10.2573;3.31683;100;100;0.000105599;0.0262502;0.0809283;0;0;0;./core_245/sim_stress_23_3_2019_050741_501001100
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0.25;0.05;1;100;0.3;5000;2;0.5;0.05;0.02;0.25;0.1;172746628;0.1;5000000;0.1774;0.0283265;10.7806;4.17956;100;100;0.00022431;0.037366;0.390018;0;0;0;./core_245/sim_stress_23_3_2019_055113_172248730
0.02;0.9;0.02;0.5;10;0.2;100;0.5;1;0.25;0.05;1;100;0.4;5000;2;0.5;0.05;0.02;0.25;0.1;579134750;0.1;5000000;0.1616;0.0383718;10.5547;5.47482;100;100;0.000383182;0.0283931;0.463925;0;0;0;./core_245/sim_stress_23_3_2019_063722_578807123
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0.25;0.05;1;100;0;5000;2;0.5;0.05;0.02;0.25;0.1;825287025;0.1;5000000;0.1664;0.0172992;10.1703;2.35692;100;100;3.07626e-05;0.00669297;0.00110202;0;0;0;./core_246/sim_stress_23_3_2019_000911_803212041
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0.25;0.05;1;100;0.05;5000;2;0.5;0.05;0.02;0.25;0.1;729530036;0.1;5000000;0.1648;0.0200829;10.0576;2.62174;100;100;4.44007e-05;0.00470523;0.00306311;0;0;0;./core_246/sim_stress_23_3_2019_005011_715236903
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0.25;0.05;1;100;0.1;5000;2;0.5;0.05;0.02;0.25;0.1;150770004;0.1;5000000;0.1654;0.0181728;10.1561;2.49614;100;100;4.99104e-05;0.00254303;0.0131226;0;0;0;./core_246/sim_stress_23_3_2019_013040_122050713
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0.25;0.05;1;100;0.2;5000;2;0.5;0.05;0.02;0.25;0.1;632305068;0.1;5000000;0.1612;0.0225534;10.0624;3.31407;100;100;0.000112717;0.00524963;0.117137;0;0;0;./core_246/sim_stress_23_3_2019_021254_631920993
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0.25;0.05;1;100;0.3;5000;2;0.5;0.05;0.02;0.25;0.1;734582653;0.1;5000000;0.1616;0.034107;10.8714;4.91504;100;100;0.000290133;0.0609574;0.391633;1.81899e-12;0;0;./core_246/sim_stress_23_3_2019_025634_734267394
0.02;0.9;0.02;0.5;10;0.3;100;0.5;1;0.25;0.05;1;100;0.4;5000;2;0.5;0.05;0.02;0.25;0.1;929026875;0.1;5000000;0.1768;0.0544208;11.2746;7.1898;100;100;0.000651872;0.143794;0.329595;0;0;0;./core_246/sim_stress_23_3_2019_034347_928661401
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0.25;0.05;1;100;0;5000;2;0.5;0.05;0.02;0.25;0.1;937881590;0.1;5000000;0.1598;0.0180506;10.1026;2.39579;100;100;3.00325e-05;0.00151653;0.00219732;0;0;0;./core_246/sim_stress_23_3_2019_043429_937380630
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0.25;0.05;1;100;0.05;5000;2;0.5;0.05;0.02;0.25;0.1;236514027;0.1;5000000;0.173;0.0176022;10.0902;2.40579;100;100;4.06386e-05;0.00308406;0.00420132;0;0;0;./core_246/sim_stress_23_3_2019_051520_235994011
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0.25;0.05;1;100;0.1;5000;2;0.5;0.05;0.02;0.25;0.1;361906757;0.1;5000000;0.1646;0.0200039;10.1611;2.74922;100;100;6.26954e-05;0.00854114;0.0277173;0;0;0;./core_246/sim_stress_23_3_2019_055624_361573159
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0.25;0.05;1;100;0.2;5000;2;0.5;0.05;0.02;0.25;0.1;929577763;0.1;5000000;0.1692;0.025214;10.2302;3.73376;100;100;0.000168314;0.0120236;0.197571;7.27596e-11;0;0;./core_246/sim_stress_23_3_2019_063851_929227774
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0.25;0.05;1;100;0.3;5000;2;0.5;0.05;0.02;0.25;0.1;776369576;0.1;5000000;0.1698;0.0369894;11.0942;5.55563;100;100;0.000447597;0.0689413;0.525151;0;0;0;./core_247/sim_stress_23_3_2019_000911_776043425
0.02;0.9;0.02;0.5;10;0.4;100;0.5;1;0.25;0.05;1;100;0.4;5000;2;0.5;0.05;0.02;0.25;0.1;84494213;0.1;5000000;0.1682;0.0797177;12.0505;9.74194;100;100;0.000878391;0.155976;0.299457;1.10776e-09;0;0;./core_247/sim_stress_23_3_2019_005750_84178770
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0.25;0.05;1;100;0;5000;2;0.5;0.05;0.02;0.25;0.1;646688424;0.1;5000000;0.1648;0.0182382;10.1198;2.48249;100;100;4.53954e-05;0.00919975;0.00356239;0;0;0;./core_247/sim_stress_23_3_2019_015316_630894605
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0.25;0.05;1;100;0.05;5000;2;0.5;0.05;0.02;0.25;0.1;311917789;0.1;5000000;0.1716;0.0174962;10.0383;2.49123;100;100;5.12923e-05;0.00768693;0.00292234;9.09495e-11;0;0;./core_247/sim_stress_23_3_2019_023420_311564965
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0.25;0.05;1;100;0.1;5000;2;0.5;0.05;0.02;0.25;0.1;645436853;0.1;5000000;0.1718;0.0179463;10.0927;2.65913;100;100;6.66688e-05;0.00514569;0.034693;0;0;0;./core_247/sim_stress_23_3_2019_031627_645082863
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0.25;0.05;1;100;0.2;5000;2;0.5;0.05;0.02;0.25;0.1;519940401;0.1;5000000;0.167;0.0245154;10.3903;3.7374;100;100;0.000150865;0.0160416;0.227711;0;0;0;./core_247/sim_stress_23_3_2019_035904_519540377
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0.25;0.05;1;100;0.3;5000;2;0.5;0.05;0.02;0.25;0.1;147179112;0.1;5000000;0.17;0.0643549;11.7463;8.11706;100;100;0.000726162;0.109903;0.604967;0;0;0;./core_247/sim_stress_23_3_2019_044427_146871940
0.02;0.9;0.02;0.5;10;0.5;100;0.5;1;0.25;0.05;1;100;0.4;5000;2;0.5;0.05;0.02;0.25;0.1;865097491;0.1;5000000;0.1688;0.0715655;12.5456;9.41462;100;100;0.0011786;0.143723;0.769951;2.20462e-09;0;0;./core_247/sim_stress_23_3_2019_053627_864803346
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0.25;0.05;1;100;0;5000;2;0.5;0.05;0.02;0.25;0.1;646955841;0.1;5000000;0.166;0.0167674;10.0463;2.33676;100;100;3.97399e-05;0.00872252;0.00501223;0;0;0;./core_247/sim_stress_23_3_2019_063214_646547147
0.02;0.9;0.02;0.5;10;0.6;100;0.5;1;0.25;0.05;1;100;0.05;5000;2;0.5;0.05;0.02;0.25;0.1;218032522;0.1;5000000;0.1734;0.0168592;10.173;2.45252;100;100;5.23892e-05;0.00533049;0.00636048;0;0;0;./core_247/sim_stress_23_3_2019_071347_217738866
