mu_feedback;init_stress_influx;init_influx;mu_stress_influx;ad;Npop;zmax;init_feedback;cue_NP;cue_P;seed;gamma2;mu_influx;sNP2P_2;u;sP2NP_2;sNP2P_1;sP2NP_1;aP;gamma1;r;s0;dmax;generation;freq_P;mean_feedback;mean_stress_influx;mean_influx;mean_hormone;mean_damage;var_feedback;var_stress_influx;var_influx;var_hormone;var_damage;file
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;318255700;0.1;0.02;0.1;0.5;0.02;0.05;0.01;0.5;0.1;0.1;0.5;100;5000000;0.5452;0.941936;0.0744805;9.44711;8.15589;18.8128;0.00101273;0.00147844;0.0743642;14.823;264.884;./core_369/sim_stress_27_2_2019_172327_317886527
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;348398503;0.1;0.02;0.1;1;0.02;0.05;0.01;0.5;0.1;0.1;0.5;100;5000000;0.4542;0.979151;0.0516268;9.03504;7.87545;42.6663;0.000367673;0.00183596;0.00669862;10.639;985.337;./core_370/sim_stress_27_2_2019_172327_348055249
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;313379696;0.1;0.02;0.1;10;0.02;0.05;0.01;0.5;0.1;0.1;0.5;100;5000000;0.6928;0.991232;1.35289;0.0144548;0.729082;39.9492;9.98871e-05;0.0023672;0.00016312;0.463152;1026.7;./core_371/sim_stress_27_2_2019_172327_313013563
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;61734118;0.1;0.02;0.1;0.5;0.02;0.05;0.01;0.5;0.1;0.5;0.5;100;5000000;0.5134;0.922926;0.131801;16.5884;13.6868;11.6447;0.00252354;0.00229833;0.0108355;56.6924;51.6472;./core_372/sim_stress_27_2_2019_172327_61307200
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;316083431;0.1;0.02;0.1;1;0.02;0.05;0.01;0.5;0.1;0.5;0.5;100;5000000;0.3868;0.901993;0.269394;15.9441;14.2954;25.6135;0.00273155;0.00973143;0.0041733;47.134;187.305;./core_373/sim_stress_27_2_2019_172327_315596518
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;322668734;0.1;0.02;0.1;10;0.02;0.05;0.01;0.5;0.1;0.5;0.5;100;5000000;0.6056;0.988734;5.16267;0.0193525;2.1487;36.8653;0.00010532;0.00389948;0.000267969;6.50814;1373.23;./core_374/sim_stress_27_2_2019_172327_322329237
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;318362331;0.1;0.02;0.1;0.5;0.02;0.05;0.01;0.5;0.1;0.9;0.5;100;5000000;0.488;0.890226;7.80829;14.0924;13.8413;7.50214;0.001332;0.00270926;0.00298333;72.5234;21.1234;./core_375/sim_stress_27_2_2019_172327_318025277
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;328174363;0.1;0.02;0.1;1;0.02;0.05;0.01;0.5;0.1;0.9;0.5;100;5000000;0.4558;0.802077;6.82492;13.7095;14.6649;15.911;0.0117725;0.0025065;0.00175899;75.8162;89.853;./core_376/sim_stress_27_2_2019_172327_327665945
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;310338301;0.1;0.02;0.1;10;0.02;0.05;0.01;0.5;0.1;0.9;0.5;100;5000000;0.6184;0.988794;8.90431;0.0168431;3.46849;37.4317;0.000167237;0.00735022;0.00023991;18.9429;2045.79;./core_377/sim_stress_27_2_2019_172327_310014652
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;361302239;0.1;0.02;0.01;0.5;0.08;0.005;0.04;0.5;0.1;0.1;0.5;100;5000000;0.0108;0.266904;8.73901;5.24728;21.7102;90.264;0.000418792;0.00765781;0.00416445;24.5032;485.029;./core_378/sim_stress_27_2_2019_172327_360794715
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;340876373;0.1;0.02;0.01;1;0.08;0.005;0.04;0.5;0.1;0.1;0.5;100;5000000;0.0178;0.52835;6.5146;4.85344;10.1154;88.8986;0.00125746;0.00789456;0.0124748;6.21798;418.193;./core_379/sim_stress_27_2_2019_172327_340382775
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;980309563;0.1;0.02;0.01;10;0.08;0.005;0.04;0.5;0.1;0.1;0.5;100;5000000;0.05;0.996732;4.2847;0.00345252;0.434862;34.4533;3.72397e-05;0.00356807;3.33832e-05;1.65932;715.768;./core_380/sim_stress_27_2_2019_172327_979682635
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;39310788;0.1;0.02;0.01;0.5;0.08;0.005;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0026;0.0150967;10.1437;6.03453;92.4755;91.7186;0.000158178;0.0392994;0.0113351;467.649;532.407;./core_381/sim_stress_27_2_2019_172328_38918326
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;53634756;0.1;0.02;0.01;1;0.08;0.005;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0046;0.101195;9.4443;5.60545;60.3463;95.0206;0.000259665;0.00773344;0.00377566;245.093;277.491;./core_382/sim_stress_27_2_2019_172328_53097799
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;952496331;0.1;0.02;0.01;10;0.08;0.005;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0312;0.99712;6.14378;0.00325915;0.579057;11.195;2.82568e-05;0.00892282;3.59667e-05;3.20226;436.484;./core_383/sim_stress_27_2_2019_172327_952084980
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;966790857;0.1;0.02;0.01;0.5;0.08;0.005;0.04;0.5;0.1;0.9;0.5;100;5000000;0.0018;0.015708;11.2083;6.2797;94.7666;52.6149;0.000221448;0.00334104;0.00925286;362.769;113.463;./core_384/sim_stress_27_2_2019_172327_966228084
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;54874462;0.1;0.02;0.01;1;0.08;0.005;0.04;0.5;0.1;0.9;0.5;100;5000000;0.001;0.0186712;10.5632;5.84326;92.1751;92.8351;0.000230369;0.0539843;0.00517345;459;425.525;./core_385/sim_stress_27_2_2019_172328_54512705
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;999900808;0.1;0.02;0.01;10;0.08;0.005;0.04;0.5;0.1;0.9;0.5;100;5000000;0.0298;0.996005;8.98425;0.00564268;0.81069;9.00124;4.83584e-05;0.00601825;7.45609e-05;6.56282;671.794;./core_386/sim_stress_27_2_2019_172327_999536295
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;86426868;0.1;0.02;0.01;0.5;0.08;0.005;0.04;0.5;0.1;0.1;0.5;100;5000000;0.008;0.22794;8.35524;4.64537;22.8029;92.1391;0.000440052;0.00740775;0.0076197;31.5278;480.897;./core_387/sim_stress_27_2_2019_172328_85932882
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;62043543;0.1;0.02;0.01;1;0.08;0.005;0.04;0.5;0.1;0.1;0.5;100;5000000;0.013;0.560345;5.28957;5.38757;10.3055;93.2846;0.000553148;0.00333601;0.00604897;3.89784;286.256;./core_388/sim_stress_27_2_2019_172328_49001391
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;105455525;0.1;0.02;0.01;10;0.08;0.005;0.04;0.5;0.1;0.1;0.5;100;5000000;0.0426;0.989773;2.53221;0.0165004;0.28304;24.2682;0.000103987;0.00250669;0.000190625;0.600831;422.52;./core_389/sim_stress_27_2_2019_172328_104967669
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;23539919;0.1;0.02;0.01;0.5;0.08;0.005;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0006;0.0156432;10.9473;6.3014;95.9444;95.3912;0.000207977;0.00581897;0.00762695;249.263;287.174;./core_390/sim_stress_27_2_2019_172328_23189590
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;822176329;0.1;0.02;0.01;1;0.08;0.005;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0048;0.096178;10.1419;5.54638;61.5502;93.3248;0.000323422;0.0108893;0.00506311;351.456;388.158;./core_391/sim_stress_27_2_2019_172328_821820718
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;534681815;0.1;0.02;0.01;10;0.08;0.005;0.04;0.5;0.1;0.5;0.5;100;5000000;0.021;0.986694;5.11178;0.0154609;0.516994;9.97173;0.000174609;0.0157604;0.000239565;2.28742;336.707;./core_392/sim_stress_27_2_2019_172328_534310268
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;779077940;0.1;0.02;0.01;0.5;0.08;0.005;0.04;0.5;0.1;0.9;0.5;100;5000000;0.0018;0.0164463;10.3083;6.54271;93.7672;52.0389;0.000175811;0.00804559;0.00540262;355.675;111.985;./core_393/sim_stress_27_2_2019_172328_778688452
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;12727866;0.1;0.02;0.01;1;0.08;0.005;0.04;0.5;0.1;0.9;0.5;100;5000000;0.0046;0.0192714;9.81673;6.07334;91.9949;92.6141;0.000211412;0.026091;0.00357068;495.256;466.462;./core_394/sim_stress_27_2_2019_172328_998386635
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;818489562;0.1;0.02;0.01;10;0.08;0.005;0.04;0.5;0.1;0.9;0.5;100;5000000;0.0154;0.983692;8.82591;0.0278196;0.872477;9.62157;0.000177059;0.00211623;0.000556119;6.65487;678.313;./core_395/sim_stress_27_2_2019_172328_818086511
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;840665875;0.1;0.02;0.04;0.5;0.08;0.02;0.04;0.5;0.1;0.1;0.5;100;5000000;0.0846;0.494705;0.103741;8.80341;16.3791;61.2007;0.00133954;0.00394097;0.00447933;18.3135;929.351;./core_396/sim_stress_27_2_2019_172328_840279352
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;579242348;0.1;0.02;0.04;1;0.08;0.02;0.04;0.5;0.1;0.1;0.5;100;5000000;0.1016;0.962218;0.0729668;9.37187;9.35549;74.9064;0.000425939;0.00104653;0.00648537;3.62327;902.116;./core_397/sim_stress_27_2_2019_172328_578888803
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;809624041;0.1;0.02;0.04;10;0.08;0.02;0.04;0.5;0.1;0.1;0.5;100;5000000;0.228;0.996904;2.1551;0.00222365;0.342239;26.0439;3.50873e-05;0.00370481;2.19127e-05;0.618269;564.997;./core_398/sim_stress_27_2_2019_172328_809068956
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;830122635;0.1;0.02;0.04;0.5;0.08;0.02;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0488;0.307118;3.08551;6.14845;19.4317;18.7794;0.00294136;0.00639451;0.00537399;33.7081;40.0785;./core_399/sim_stress_27_2_2019_172328_829759371
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;800008937;0.1;0.02;0.04;1;0.08;0.02;0.04;0.5;0.1;0.5;0.5;100;5000000;0.079;0.251934;0.850507;5.20047;18.5107;35.6459;0.00223486;0.00528665;0.0278954;44.1585;207.822;./core_400/sim_stress_27_2_2019_172328_799598744
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;838475859;0.1;0.02;0.04;10;0.08;0.02;0.04;0.5;0.1;0.5;0.5;100;5000000;0.1368;0.997027;5.8873;0.00378433;0.758921;14.0658;2.56318e-05;0.0176101;4.2977e-05;3.87485;589.526;./core_401/sim_stress_27_2_2019_172328_837982493
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;587564801;0.1;0.02;0.04;0.5;0.08;0.02;0.04;0.5;0.1;0.9;0.5;100;5000000;0.0474;0.244441;5.91818;4.12516;17.4246;9.65056;0.000772915;0.0164512;0.00426667;27.5132;8.55407;./core_402/sim_stress_27_2_2019_172329_587196185
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;612065510;0.1;0.02;0.04;1;0.08;0.02;0.04;0.5;0.1;0.9;0.5;100;5000000;0.081;0.236206;6.24605;3.84883;16.0568;17.7467;0.000653963;0.00600059;0.00200866;36.5414;45.6117;./core_403/sim_stress_27_2_2019_172329_611551240
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;618572222;0.1;0.02;0.04;10;0.08;0.02;0.04;0.5;0.1;0.9;0.5;100;5000000;0.121;0.996237;8.72045;0.00479283;1.00063;11.0366;4.01681e-05;0.00280452;5.77467e-05;7.67411;790.106;./core_404/sim_stress_27_2_2019_172329_617954883
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;608780745;0.1;0.02;0.04;0.5;0.08;0.02;0.04;0.5;0.1;0.1;0.5;100;5000000;0.0522;0.39669;0.0623626;6.484;15.4444;61.3891;0.00148725;0.00121489;0.0128044;12.8316;661.325;./core_405/sim_stress_27_2_2019_172329_608313590
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;664776099;0.1;0.02;0.04;1;0.08;0.02;0.04;0.5;0.1;0.1;0.5;100;5000000;0.0756;0.840868;0.0463468;8.05253;9.25063;74.8047;0.0016244;0.00112054;0.00648612;3.02431;842.027;./core_406/sim_stress_27_2_2019_172329_664348932
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;624248164;0.1;0.02;0.04;10;0.08;0.02;0.04;0.5;0.1;0.1;0.5;100;5000000;0.1872;0.970575;0.0297378;0.947439;0.960358;82.1111;0.000543424;0.000520533;0.00156184;0.0238766;669.667;./core_407/sim_stress_27_2_2019_172329_623925590
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;620966447;0.1;0.02;0.04;0.5;0.08;0.02;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0766;0.33007;0.0900754;6.64004;17.992;17.3251;0.00135349;0.00233787;0.00287061;30.4376;37.9404;./core_408/sim_stress_27_2_2019_172329_620625058
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;578084508;0.1;0.02;0.04;1;0.08;0.02;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0466;0.33938;0.0722104;6.87821;19.1211;37.421;0.00148132;0.00196836;0.0113734;21.7149;108.728;./core_409/sim_stress_27_2_2019_172329_577790277
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;573660132;0.1;0.02;0.04;10;0.08;0.02;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0904;0.989003;5.18746;0.0103017;0.737234;13.5747;0.00016022;0.00404824;0.000111615;3.23369;586.976;./core_410/sim_stress_27_2_2019_172329_573369147
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;563323533;0.1;0.02;0.04;0.5;0.08;0.02;0.04;0.5;0.1;0.9;0.5;100;5000000;0.044;0.48125;7.97163;4.80828;11.1563;6.17233;0.00112967;0.0190156;0.00558066;13.4519;3.93479;./core_411/sim_stress_27_2_2019_172329_562968334
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;645210697;0.1;0.02;0.04;1;0.08;0.02;0.04;0.5;0.1;0.9;0.5;100;5000000;0.084;0.593934;8.15187;5.16826;9.69642;10.7022;0.00456111;0.0076392;0.00203775;15.1396;17.6681;./core_412/sim_stress_27_2_2019_172329_644720972
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;545931417;0.1;0.02;0.04;10;0.08;0.02;0.04;0.5;0.1;0.9;0.5;100;5000000;0.1318;0.987549;8.92151;0.0222026;1.40482;15.4032;0.000172577;0.00373901;0.000431419;10.3972;1098.71;./core_413/sim_stress_27_2_2019_172330_545362754
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;429575606;0.1;0.02;0.1;0.5;0.08;0.05;0.04;0.5;0.1;0.1;0.5;100;5000000;0.1888;0.891881;0.0635463;9.19187;9.58696;30.5728;0.00453645;0.00120919;0.00628455;7.10779;271.76;./core_414/sim_stress_27_2_2019_172330_429056871
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;473683837;0.1;0.02;0.1;1;0.08;0.05;0.04;0.5;0.1;0.1;0.5;100;5000000;0.2314;0.909117;0.0482393;8.81263;8.84904;60.1465;0.00147359;0.000678334;0.0087892;7.32431;1087.61;./core_415/sim_stress_27_2_2019_172330_473207142
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;616493828;0.1;0.02;0.1;10;0.08;0.05;0.04;0.5;0.1;0.1;0.5;100;5000000;0.434;0.996991;2.11669;0.00174008;0.489255;35.0665;2.91559e-05;0.00276666;2.2316e-05;0.794696;817.704;./core_416/sim_stress_27_2_2019_172330_616051958
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;551377193;0.1;0.02;0.1;0.5;0.08;0.05;0.04;0.5;0.1;0.5;0.5;100;5000000;0.2574;0.317276;0.110072;6.74884;15.2462;13.844;0.0012324;0.00451382;0.0121913;58.0298;65.679;./core_417/sim_stress_27_2_2019_172330_550958347
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;312349268;0.1;0.02;0.1;1;0.08;0.05;0.04;0.5;0.1;0.5;0.5;100;5000000;0.2494;0.499714;0.107064;9.06237;14.6133;26.5632;0.00498607;0.00261526;0.00123595;41.5549;189.152;./core_418/sim_stress_27_2_2019_172330_311977276
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;565662979;0.1;0.02;0.1;10;0.08;0.05;0.04;0.5;0.1;0.5;0.5;100;5000000;0.3802;0.996582;5.72855;0.00439187;1.12538;20.7961;4.0275e-05;0.00521425;5.361e-05;5.163;823.939;./core_419/sim_stress_27_2_2019_172330_565227052
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;483482364;0.1;0.02;0.1;0.5;0.08;0.05;0.04;0.5;0.1;0.9;0.5;100;5000000;0.1628;0.389067;2.30427;7.18286;16.1008;8.87463;0.00144382;0.0152939;0.00329396;35.1729;11.1911;./core_420/sim_stress_27_2_2019_172330_483163766
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;613946207;0.1;0.02;0.1;1;0.08;0.05;0.04;0.5;0.1;0.9;0.5;100;5000000;0.225;0.336095;1.11073;7.08108;16.2695;17.8907;0.00222912;0.00407755;0.0138569;59.1953;74.8272;./core_421/sim_stress_27_2_2019_172330_613466435
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;363189164;0.1;0.02;0.1;10;0.08;0.05;0.04;0.5;0.1;0.9;0.5;100;5000000;0.3678;0.994126;9.01536;0.00525847;1.65316;18.1617;6.25688e-05;0.00191907;6.63679e-05;12.1144;1253.49;./core_422/sim_stress_27_2_2019_172330_362830853
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;526407220;0.1;0.02;0.1;0.5;0.08;0.05;0.04;0.5;0.1;0.1;0.5;100;5000000;0.2548;0.948756;0.0277094;9.32695;8.93519;27.8256;0.001509;0.000330565;0.0134268;8.03808;274.728;./core_423/sim_stress_27_2_2019_172330_525815587
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;522673656;0.1;0.02;0.1;1;0.08;0.05;0.04;0.5;0.1;0.1;0.5;100;5000000;0.2424;0.913908;0.055741;8.55218;8.58125;50.0076;0.00226867;0.00100665;0.00531889;6.57715;943.063;./core_424/sim_stress_27_2_2019_172331_522351589
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;472528783;0.1;0.02;0.1;10;0.08;0.05;0.04;0.5;0.1;0.1;0.5;100;5000000;0.4536;0.991974;1.4116;0.00876684;0.537599;33.8372;7.42513e-05;0.00398754;0.000113224;0.470957;800.504;./core_425/sim_stress_27_2_2019_172331_472114185
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;519215141;0.1;0.02;0.1;0.5;0.08;0.05;0.04;0.5;0.1;0.5;0.5;100;5000000;0.2514;0.383802;0.211272;7.56602;15.1317;13.7872;0.00178258;0.00588394;0.00836769;47.9555;56.2061;./core_426/sim_stress_27_2_2019_172331_518680726
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;532063295;0.1;0.02;0.1;1;0.08;0.05;0.04;0.5;0.1;0.5;0.5;100;5000000;0.2618;0.494408;0.161824;9.19663;14.8818;26.9409;0.00385757;0.00246312;0.00387682;42.1769;193.305;./core_427/sim_stress_27_2_2019_172331_531668666
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;607398572;0.1;0.02;0.1;10;0.08;0.05;0.04;0.5;0.1;0.5;0.5;100;5000000;0.2962;0.983863;5.16198;0.0150418;1.33438;23.5327;0.000168551;0.00302313;0.000194911;5.09097;1039.03;./core_428/sim_stress_27_2_2019_172331_606860649
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;536064076;0.1;0.02;0.1;0.5;0.08;0.05;0.04;0.5;0.1;0.9;0.5;100;5000000;0.163;0.411107;4.43317;6.37522;14.3802;7.91935;0.00164505;0.00214723;0.00816148;29.7937;9.31575;./core_429/sim_stress_27_2_2019_172331_535771820
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;505092468;0.1;0.02;0.1;1;0.08;0.05;0.04;0.5;0.1;0.9;0.5;100;5000000;0.193;0.525667;3.59349;8.1256;13.9319;15.3114;0.000882808;0.00194475;0.00350747;26.9025;33.7666;./core_430/sim_stress_27_2_2019_172331_504401010
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;569676220;0.1;0.02;0.1;10;0.08;0.05;0.04;0.5;0.1;0.9;0.5;100;5000000;0.2476;0.989636;8.71348;0.0232484;1.90347;20.7755;0.000119077;0.00286178;0.000307964;12.8666;1388.55;./core_431/sim_stress_27_2_2019_172331_569274237
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;601435301;0.1;0.02;0.01;0.5;0.2;0.005;0.1;0.5;0.1;0.1;0.5;100;5000000;0.0056;0.253654;8.08926;5.04789;22.1205;94.0338;0.000421053;0.013059;0.0045391;20.7242;317.746;./core_432/sim_stress_27_2_2019_172331_601129714
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;551306105;0.1;0.02;0.01;1;0.2;0.005;0.1;0.5;0.1;0.1;0.5;100;5000000;0.0074;0.476184;7.17192;4.56537;10.7579;92.5883;0.000822313;0.00309642;0.00429821;6.74052;301.559;./core_433/sim_stress_27_2_2019_172331_550916463
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;512811351;0.1;0.02;0.01;10;0.2;0.005;0.1;0.5;0.1;0.1;0.5;100;5000000;0.0238;0.985841;5.91314;0.397904;0.946096;66.9514;0.000176735;0.00250399;0.00604642;2.90077;485.87;./core_434/sim_stress_27_2_2019_172331_512513051
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;537940619;0.1;0.02;0.01;0.5;0.2;0.005;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0024;0.0165589;10.5941;5.50199;91.0526;90.162;0.000181575;0.0117793;0.00483731;525.821;593.498;./core_435/sim_stress_27_2_2019_172332_537549140
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;576666182;0.1;0.02;0.01;1;0.2;0.005;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0022;0.096152;10.1302;5.44709;61.6144;93.7516;0.000359968;0.00341378;0.00479498;338.296;338.337;./core_436/sim_stress_27_2_2019_172332_576317936
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;614656965;0.1;0.02;0.01;10;0.2;0.005;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0164;0.977505;6.65457;4.91269;5.51703;98.2167;0.000294526;0.00349742;0.00479366;3.37501;90.3757;./core_437/sim_stress_27_2_2019_172332_614310702
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;630116636;0.1;0.02;0.01;0.5;0.2;0.005;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0014;0.0187417;10.0246;6.29971;92.46;51.315;0.000175479;0.0218097;0.0129723;462.014;144.913;./core_438/sim_stress_27_2_2019_172332_629676274
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;650984729;0.1;0.02;0.01;1;0.2;0.005;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0012;0.0225985;10.5168;6.01159;92.1018;92.7117;0.000249993;0.00821404;0.00788415;497.63;470.365;./core_439/sim_stress_27_2_2019_172332_650430025
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;618253735;0.1;0.02;0.01;10;0.2;0.005;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0198;0.994904;8.97724;0.00532726;0.814534;8.98369;6.05765e-05;0.00627649;6.51452e-05;6.57829;666.719;./core_440/sim_stress_27_2_2019_172332_617910120
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;756420709;0.1;0.02;0.01;0.5;0.2;0.005;0.1;0.5;0.1;0.1;0.5;100;5000000;0.004;0.229663;8.31747;4.63651;22.8834;94.1659;0.000566843;0.00521932;0.00264003;26.0996;314.743;./core_441/sim_stress_27_2_2019_172332_756038981
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;440376221;0.1;0.02;0.01;1;0.2;0.005;0.1;0.5;0.1;0.1;0.5;100;5000000;0.0122;0.508363;6.49427;5.02938;10.8536;93.5225;0.000598454;0.0127736;0.00518026;6.14072;328.389;./core_442/sim_stress_27_2_2019_172332_439995585
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;611885590;0.1;0.02;0.01;10;0.2;0.005;0.1;0.5;0.1;0.1;0.5;100;5000000;0.0192;0.986273;3.58562;0.482342;0.816123;69.096;0.000169423;0.00173269;0.004186;1.06874;370.676;./core_443/sim_stress_27_2_2019_172332_611494629
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;411764028;0.1;0.02;0.01;0.5;0.2;0.005;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0022;0.0161311;10.0882;5.74256;93.8371;93.2018;0.000177922;0.0339139;0.00649641;408.469;450.36;./core_444/sim_stress_27_2_2019_172333_410839877
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;599622295;0.1;0.02;0.01;1;0.2;0.005;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0018;0.103406;9.14003;5.73165;59.8455;95.8301;0.000248661;0.0287077;0.0049697;203.667;204.133;./core_445/sim_stress_27_2_2019_172332_599267430
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;934798219;0.1;0.02;0.01;10;0.2;0.005;0.1;0.5;0.1;0.5;0.5;100;5000000;0.0092;0.975669;5.49623;4.85476;5.43453;98.2473;0.000302003;0.00608622;0.00576613;2.52741;58.8219;./core_446/sim_stress_27_2_2019_172333_934166870
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;632148957;0.1;0.02;0.01;0.5;0.2;0.005;0.1;0.5;0.1;0.9;0.5;100;5000000;0.001;0.0163585;10.1584;5.95854;92.2248;51.1878;0.000152965;0.0544771;0.00638118;490.333;153.763;./core_447/sim_stress_27_2_2019_172333_631816573
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;820531331;0.1;0.02;0.01;1;0.2;0.005;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0012;0.0178396;10.7372;5.80747;92.1933;92.917;0.000209898;0.0104925;0.00423815;451.526;418.569;./core_448/sim_stress_27_2_2019_172333_820137829
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;811569813;0.1;0.02;0.01;10;0.2;0.005;0.1;0.5;0.1;0.9;0.5;100;5000000;0.0204;0.98904;8.8624;0.0249521;0.839561;9.27222;0.000118142;0.00269948;0.000378638;6.50445;671.146;./core_449/sim_stress_27_2_2019_172333_811222347
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;827414938;0.1;0.02;0.04;0.5;0.2;0.02;0.1;0.5;0.1;0.1;0.5;100;5000000;0.0608;0.688802;0.189442;8.06634;11.3521;45.8993;0.00248204;0.00338289;0.0111111;4.56048;322.984;./core_450/sim_stress_27_2_2019_172333_827129053
