mu_feedback;init_stress_influx;init_influx;mu_stress_influx;ad;Npop;zmax;init_feedback;cue_NP;cue_P;seed;gamma2;mu_influx;sNP2P_2;u;sP2NP_2;sNP2P_1;sP2NP_1;aP;gamma1;r;s0;dmax;generation;freq_P;mean_feedback;mean_stress_influx;mean_influx;mean_hormone;mean_damage;var_feedback;var_stress_influx;var_influx;var_hormone;var_damage;file
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;458848601;0.1;0.02;0.01;0.5;0.02;0.005;0.01;0.5;0.1;0.1;0.5;100;5000000;0.0132;0.298274;7.73944;5.89352;21.3828;89.8358;0.000373628;0.00282886;0.00602655;18.037;496.271;./core_0/sim_stress_27_2_2019_172309_457607687
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;429720104;0.1;0.02;0.01;1;0.02;0.005;0.01;0.5;0.1;0.1;0.5;100;5000000;0.0296;0.765435;5.53958;6.89975;9.53829;85.0758;0.00107101;0.00508323;0.00459602;4.03022;469.24;./core_1/sim_stress_27_2_2019_172309_429374881
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;426850464;0.1;0.02;0.01;10;0.02;0.005;0.01;0.5;0.1;0.1;0.5;100;5000000;0.1112;0.996706;2.60075;0.00313203;0.307727;24.5124;3.29484e-05;0.00503831;3.44966e-05;0.699683;510.265;./core_2/sim_stress_27_2_2019_172309_426462610
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;459359541;0.1;0.02;0.01;0.5;0.02;0.005;0.01;0.5;0.1;0.5;0.5;100;5000000;0.0106;0.0129071;9.88063;5.8099;92.0497;91.3012;0.000135525;0.0555213;0.00415891;521.732;581.248;./core_3/sim_stress_27_2_2019_172309_457920960
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;459167392;0.1;0.02;0.01;1;0.02;0.005;0.01;0.5;0.1;0.5;0.5;100;5000000;0.0128;0.112398;8.03067;5.82452;53.7802;92.2958;0.000200922;0.079937;0.0038014;210.912;426.083;./core_4/sim_stress_27_2_2019_172309_457778422
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;432980651;0.1;0.02;0.01;10;0.02;0.005;0.01;0.5;0.1;0.5;0.5;100;5000000;0.0716;0.995447;6.01597;0.00452986;0.622146;11.9743;4.5846e-05;0.0020489;5.9703e-05;3.32291;478.225;./core_5/sim_stress_27_2_2019_172309_432622275
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;157489607;0.1;0.02;0.01;0.5;0.02;0.005;0.01;0.5;0.1;0.9;0.5;100;5000000;0.0094;0.0135036;11.2324;6.2152;91.7043;50.8831;0.000148686;0.0073191;0.00829427;499.119;156.927;./core_6/sim_stress_27_2_2019_172309_156962701
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;998840720;0.1;0.02;0.01;1;0.02;0.005;0.01;0.5;0.1;0.9;0.5;100;5000000;0.0068;0.0127096;9.76413;6.00477;95.4491;95.818;0.000153212;0.0289402;0.01007;294.69;275.322;./core_7/sim_stress_27_2_2019_172308_998466315
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;245048689;0.1;0.02;0.01;10;0.02;0.005;0.01;0.5;0.1;0.9;0.5;100;5000000;0.0672;0.995297;8.90167;0.00616384;0.910941;10.1044;4.8825e-05;0.00264079;7.43637e-05;7.20935;737.811;./core_8/sim_stress_27_2_2019_172309_244701492
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;100361449;0.1;0.02;0.01;0.5;0.02;0.005;0.01;0.5;0.1;0.1;0.5;100;5000000;0.0096;0.260939;6.97778;5.30375;22.0022;93.1577;0.00032964;0.00296657;0.00580844;18.0967;397.232;./core_9/sim_stress_27_2_2019_172309_99832013
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;167086762;0.1;0.02;0.01;1;0.02;0.005;0.01;0.5;0.1;0.1;0.5;100;5000000;0.0326;0.694234;4.81741;6.37343;9.72273;86.447;0.00105879;0.00987729;0.0150278;3.98255;463.519;./core_10/sim_stress_27_2_2019_172309_166758477
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;424141100;0.1;0.02;0.01;10;0.02;0.005;0.01;0.5;0.1;0.1;0.5;100;5000000;0.0916;0.981211;1.12733;0.444244;0.618994;52.6651;0.000294888;0.00161503;0.00104344;0.168039;284.352;./core_11/sim_stress_27_2_2019_172309_423652649
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;458885250;0.1;0.02;0.01;0.5;0.02;0.005;0.01;0.5;0.1;0.5;0.5;100;5000000;0.0096;0.0142972;10.4837;5.81233;90.6957;89.8453;0.000149678;0.00648983;0.00725739;586.903;659.537;./core_12/sim_stress_27_2_2019_172309_457608937
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;232380602;0.1;0.02;0.01;1;0.02;0.005;0.01;0.5;0.1;0.5;0.5;100;5000000;0.0148;0.115591;9.16115;6.54562;58.9887;92.7424;0.000286365;0.00548372;0.00239418;292.22;457.504;./core_13/sim_stress_27_2_2019_172309_231992105
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;957221812;0.1;0.02;0.01;10;0.02;0.005;0.01;0.5;0.1;0.5;0.5;100;5000000;0.0332;0.985357;5.2684;0.0174022;0.539125;10.4286;0.000162679;0.00558672;0.000267195;2.45024;385.978;./core_14/sim_stress_27_2_2019_172308_956637764
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;158852682;0.1;0.02;0.01;0.5;0.02;0.005;0.01;0.5;0.1;0.9;0.5;100;5000000;0.0108;0.0123618;9.51274;6.60279;91.5162;50.7881;0.00013377;0.0182792;0.00403637;556.028;174.403;./core_15/sim_stress_27_2_2019_172309_158451967
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;97288527;0.1;0.02;0.01;1;0.02;0.005;0.01;0.5;0.1;0.9;0.5;100;5000000;0.0032;0.0180727;11.1251;5.94616;95.7135;96.1022;0.000197348;0.0151547;0.00574575;275.051;256.827;./core_16/sim_stress_27_2_2019_172309_96915496
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;164995591;0.1;0.02;0.01;10;0.02;0.005;0.01;0.5;0.1;0.9;0.5;100;5000000;0.039;0.985932;8.94028;0.0228063;0.963267;10.6134;0.00015408;0.00162036;0.0006538;7.4638;773.028;./core_17/sim_stress_27_2_2019_172309_164399277
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;459585319;0.1;0.02;0.04;0.5;0.02;0.02;0.01;0.5;0.1;0.1;0.5;100;5000000;0.1248;0.552823;0.0709843;9.22888;15.4149;62.0573;0.001748;0.00146373;0.00329954;17.0585;849.832;./core_18/sim_stress_27_2_2019_172309_458140412
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;420794727;0.1;0.02;0.04;1;0.02;0.02;0.01;0.5;0.1;0.1;0.5;100;5000000;0.1736;0.94536;0.0655008;9.33413;9.27971;68.902;0.000808298;0.00144956;0.00595564;5.47695;1058.71;./core_19/sim_stress_27_2_2019_172309_420436416
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;157890898;0.1;0.02;0.04;10;0.02;0.02;0.01;0.5;0.1;0.1;0.5;100;5000000;0.4712;0.996482;1.76087;0.00183154;0.449421;30.2975;4.63336e-05;0.00191836;2.04735e-05;0.587873;705.278;./core_20/sim_stress_27_2_2019_172309_157152382
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;974610085;0.1;0.02;0.04;0.5;0.02;0.02;0.01;0.5;0.1;0.5;0.5;100;5000000;0.1638;0.429895;1.30935;9.18132;18.7555;17.781;0.00185268;0.00691029;0.0139176;43.0827;52.58;./core_21/sim_stress_27_2_2019_172308_974269711
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;255634284;0.1;0.02;0.04;1;0.02;0.02;0.01;0.5;0.1;0.5;0.5;100;5000000;0.1218;0.389977;0.480964;7.6465;17.8667;34.6486;0.00172293;0.0102592;0.00664946;29.8793;145.368;./core_22/sim_stress_27_2_2019_172309_255263608
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;96695113;0.1;0.02;0.04;10;0.02;0.02;0.01;0.5;0.1;0.5;0.5;100;5000000;0.2998;0.995583;5.99921;0.00365716;1.01677;18.5971;4.27151e-05;0.00994301;3.97702e-05;5.04228;805.411;./core_23/sim_stress_27_2_2019_172309_96154930
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;163158934;0.1;0.02;0.04;0.5;0.02;0.02;0.01;0.5;0.1;0.9;0.5;100;5000000;0.1094;0.522704;7.25456;9.20808;17.846;9.86614;0.00597227;0.00517773;0.01176;35.2118;10.8829;./core_24/sim_stress_27_2_2019_172309_162632357
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;433928608;0.1;0.02;0.04;1;0.02;0.02;0.01;0.5;0.1;0.9;0.5;100;5000000;0.1846;0.523996;7.59299;9.25181;16.7933;18.5027;0.00253888;0.00812686;0.0116999;41.8554;51.6602;./core_25/sim_stress_27_2_2019_172309_433555482
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;459424870;0.1;0.02;0.04;10;0.02;0.02;0.01;0.5;0.1;0.9;0.5;100;5000000;0.3122;0.994818;8.94328;0.00436611;1.54191;16.8686;5.79162e-05;0.00329401;4.37039e-05;11.3648;1177.3;./core_26/sim_stress_27_2_2019_172309_458071638
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;260386543;0.1;0.02;0.04;0.5;0.02;0.02;0.01;0.5;0.1;0.1;0.5;100;5000000;0.1404;0.562309;0.0361108;9.85154;15.9795;58.6418;0.00123599;0.000512612;0.00252981;19.7105;906.203;./core_27/sim_stress_27_2_2019_172309_260038225
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;999068115;0.1;0.02;0.04;1;0.02;0.02;0.01;0.5;0.1;0.1;0.5;100;5000000;0.155;0.952419;0.057137;9.35201;9.26073;72.567;0.000571857;0.00181794;0.00520128;5.2162;1008.14;./core_28/sim_stress_27_2_2019_172308_998778009
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;161182776;0.1;0.02;0.04;10;0.02;0.02;0.01;0.5;0.1;0.1;0.5;100;5000000;0.4256;0.99026;1.38469;0.0115673;0.50155;30.3435;0.000124839;0.00611623;0.00019849;0.444152;891.462;./core_29/sim_stress_27_2_2019_172309_160781144
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;96634376;0.1;0.02;0.04;0.5;0.02;0.02;0.01;0.5;0.1;0.5;0.5;100;5000000;0.1456;0.605052;0.0447232;11.8372;17.719;16.8795;0.00229793;0.00143439;0.0138329;28.8059;35.6336;./core_30/sim_stress_27_2_2019_172309_96029627
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;163248743;0.1;0.02;0.04;1;0.02;0.02;0.01;0.5;0.1;0.5;0.5;100;5000000;0.1178;0.531065;0.0773914;10.6721;18.7434;36.1078;0.00447291;0.00127223;0.00497846;29.3627;146.611;./core_31/sim_stress_27_2_2019_172309_162855387
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;458558576;0.1;0.02;0.04;10;0.02;0.02;0.01;0.5;0.1;0.5;0.5;100;5000000;0.2742;0.990481;5.2338;0.0105656;1.26083;22.3181;0.00010956;0.00290269;0.000149382;4.98934;1032.19;./core_32/sim_stress_27_2_2019_172309_457541722
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;423356903;0.1;0.02;0.04;0.5;0.02;0.02;0.01;0.5;0.1;0.9;0.5;100;5000000;0.1612;0.552907;8.18352;7.51928;13.8597;7.6285;0.00326116;0.00859556;0.00958817;31.3263;9.39656;./core_33/sim_stress_27_2_2019_172309_422983070
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;157919421;0.1;0.02;0.04;1;0.02;0.02;0.01;0.5;0.1;0.9;0.5;100;5000000;0.1612;0.453186;5.90666;7.64752;15.9856;17.6108;0.00104272;0.00391976;0.0104367;35.9014;44.516;./core_34/sim_stress_27_2_2019_172309_157427634
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;983844263;0.1;0.02;0.04;10;0.02;0.02;0.01;0.5;0.1;0.9;0.5;100;5000000;0.27;0.988857;8.87434;0.0320818;2.05545;22.2845;0.000151659;0.00386487;0.000579671;13.8975;1495.35;./core_35/sim_stress_27_2_2019_172308_983484854
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;260266712;0.1;0.02;0.1;0.5;0.02;0.05;0.01;0.5;0.1;0.1;0.5;100;5000000;0.4328;0.956928;0.144562;9.51887;8.46902;23.6781;0.00103727;0.00249761;0.00219654;12.5341;302.462;./core_36/sim_stress_27_2_2019_172309_259749212
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;97371565;0.1;0.02;0.1;1;0.02;0.05;0.01;0.5;0.1;0.1;0.5;100;5000000;0.6132;0.996471;10.2668;0.00421575;2.48646;11.3849;3.66581e-05;0.00749202;5.05829e-05;19.3012;145.862;./core_37/sim_stress_27_2_2019_172309_96994771
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;165012176;0.1;0.02;0.1;10;0.02;0.05;0.01;0.5;0.1;0.1;0.5;100;5000000;0.7464;0.996858;1.62948;0.00142807;0.574543;37.1508;3.26348e-05;0.00630018;1.71099e-05;0.607341;759.854;./core_38/sim_stress_27_2_2019_172309_164592723
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;886072810;0.1;0.02;0.1;0.5;0.02;0.05;0.01;0.5;0.1;0.5;0.5;100;5000000;0.439;0.825716;0.179613;14.2744;13.6941;12.0009;0.00519576;0.016962;0.00185685;46.0038;46.0965;./core_39/sim_stress_27_2_2019_172308_885517410
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;419308833;0.1;0.02;0.1;1;0.02;0.05;0.01;0.5;0.1;0.5;0.5;100;5000000;0.5022;0.93954;0.204238;17.1435;14.0593;23.9905;0.00124171;0.00872808;0.00769501;57.3041;207.766;./core_40/sim_stress_27_2_2019_172309_418865341
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;459498401;0.1;0.02;0.1;10;0.02;0.05;0.01;0.5;0.1;0.5;0.5;100;5000000;0.665;0.996057;6.10731;0.00566968;1.75679;30.5249;4.47678e-05;0.00282075;6.21282e-05;7.62874;1161.09;./core_41/sim_stress_27_2_2019_172309_458381933
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;280922693;0.1;0.02;0.1;0.5;0.02;0.05;0.01;0.5;0.1;0.9;0.5;100;5000000;0.4008;0.808228;5.73316;16.3074;16.572;9.04844;0.00248293;0.0024308;0.00354419;75.5889;22.817;./core_42/sim_stress_27_2_2019_172309_258348078
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;997697220;0.1;0.02;0.1;1;0.02;0.05;0.01;0.5;0.1;0.9;0.5;100;5000000;0.3764;0.891244;6.11637;18.5455;17.3626;18.9777;0.00213927;0.0132899;0.016825;81.9761;98.2317;./core_43/sim_stress_27_2_2019_172308_997369987
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;158841706;0.1;0.02;0.1;10;0.02;0.05;0.01;0.5;0.1;0.9;0.5;100;5000000;0.617;0.993881;9.02251;0.00818014;2.33881;25.5387;6.37533e-05;0.0103749;9.4041e-05;15.5952;1617.1;./core_44/sim_stress_27_2_2019_172309_158429540
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;92835316;0.1;0.02;0.1;0.5;0.02;0.05;0.01;0.5;0.1;0.1;0.5;100;5000000;0.5662;0.954426;0.0629037;10.4632;8.84055;20.2754;0.000830629;0.000802812;0.00471824;18.3659;311.759;./core_45/sim_stress_27_2_2019_172309_92362625
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;158521989;0.1;0.02;0.1;1;0.02;0.05;0.01;0.5;0.1;0.1;0.5;100;5000000;0.5524;0.969728;0.0328221;9.23203;7.75925;38.0508;0.000352423;0.000644084;0.00900929;13.5081;1039.97;./core_46/sim_stress_27_2_2019_172309_158036432
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;890989598;0.1;0.02;0.1;10;0.02;0.05;0.01;0.5;0.1;0.1;0.5;100;5000000;0.7272;0.993527;1.30732;0.00877697;0.731568;40.5558;7.47615e-05;0.00375476;0.000117378;0.428162;980.347;./core_47/sim_stress_27_2_2019_172308_890447576
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;836220373;0.1;0.02;0.1;0.5;0.02;0.05;0.01;0.5;0.1;0.5;0.5;100;5000000;0.4932;0.901101;0.167278;16.3261;14.0368;12.0961;0.00399219;0.00266917;0.141053;55.934;53.013;./core_48/sim_stress_27_2_2019_172308_835818282
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;904183898;0.1;0.02;0.1;10;0.02;0.05;0.01;0.5;0.1;0.5;0.5;100;5000000;0.6378;0.984771;5.32254;0.0213161;2.39216;39.8822;0.000267321;0.00220685;0.000424839;7.08421;1448.94;./core_50/sim_stress_27_2_2019_172308_903708139
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;458575411;0.1;0.02;0.1;0.5;0.02;0.05;0.01;0.5;0.1;0.9;0.5;100;5000000;0.4694;0.890323;11.9496;10.5833;12.0051;6.49854;0.00228495;0.00431244;0.00542349;68.5679;19.3592;./core_51/sim_stress_27_2_2019_172309_457544752
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;448975523;0.1;0.02;0.1;1;0.02;0.05;0.01;0.5;0.1;0.9;0.5;100;5000000;0.4526;0.855879;5.46071;15.7944;15.321;16.6672;0.00439199;0.00629256;0.00378406;76.7554;91.2632;./core_52/sim_stress_27_2_2019_172309_431910408
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;159605746;0.1;0.02;0.1;10;0.02;0.05;0.01;0.5;0.1;0.9;0.5;100;5000000;0.5984;0.989471;8.99214;0.0219293;3.54215;38.1485;0.000103435;0.00613108;0.000348314;19.411;2093.6;./core_53/sim_stress_27_2_2019_172309_159305410
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;995239977;0.1;0.02;0.01;0.5;0.08;0.005;0.04;0.5;0.1;0.1;0.5;100;5000000;0.0062;0.240167;7.83816;4.76642;22.1058;91.7977;0.000480018;0.0188584;0.00272236;20.8064;388.149;./core_54/sim_stress_27_2_2019_172308_994911226
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;244826353;0.1;0.02;0.01;1;0.08;0.005;0.04;0.5;0.1;0.1;0.5;100;5000000;0.0144;0.631039;6.22847;6.05139;10.2837;91.2334;0.000760752;0.00352429;0.00681281;4.44521;385.566;./core_55/sim_stress_27_2_2019_172309_244375318
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;96690315;0.1;0.02;0.01;10;0.08;0.005;0.04;0.5;0.1;0.1;0.5;100;5000000;0.0428;0.996417;4.35309;0.00279944;0.420018;34.6589;4.20016e-05;0.00238449;2.45698e-05;1.63921;715.667;./core_56/sim_stress_27_2_2019_172309_96197653
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;158202123;0.1;0.02;0.01;0.5;0.08;0.005;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0038;0.0150614;10.5191;6.62693;93.0985;92.2427;0.000184145;0.0332008;0.00608825;428.6;496.422;./core_57/sim_stress_27_2_2019_172309_157770284
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;825960506;0.1;0.02;0.01;1;0.08;0.005;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0034;0.0864694;9.56906;5.21093;65.7442;95.7028;0.000408173;0.00973738;0.00572596;360.812;238.509;./core_58/sim_stress_27_2_2019_172308_825392573
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;766919271;0.1;0.02;0.01;10;0.08;0.005;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0506;0.995435;6.3771;0.00526267;0.620029;12.0791;5.39344e-05;0.00447424;5.3616e-05;3.52783;486.076;./core_59/sim_stress_27_2_2019_172308_766510419
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;794464295;0.1;0.02;0.01;0.5;0.08;0.005;0.04;0.5;0.1;0.9;0.5;100;5000000;0.001;0.0147082;10.025;5.84783;95.6904;53.1313;0.000182479;0.0076406;0.00596056;273.907;85.9212;./core_60/sim_stress_27_2_2019_172308_794079237
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;900868154;0.1;0.02;0.01;1;0.08;0.005;0.04;0.5;0.1;0.9;0.5;100;5000000;0.0014;0.0137754;10.4702;5.83144;94.6686;95.3321;0.000140304;0.0160454;0.00345086;300.032;273.334;./core_61/sim_stress_27_2_2019_172308_900293823
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;725740088;0.1;0.02;0.01;10;0.08;0.005;0.04;0.5;0.1;0.9;0.5;100;5000000;0.0402;0.994486;9.00451;0.00465446;0.779893;8.72216;5.59247e-05;0.00318767;5.44438e-05;6.3505;645.256;./core_62/sim_stress_27_2_2019_172308_725142515
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;509940;0.1;0.02;0.01;0.5;0.08;0.005;0.04;0.5;0.1;0.1;0.5;100;5000000;0.0072;0.247485;7.45353;5.16303;22.8891;91.6633;0.000435329;0.00724767;0.00367237;19.9936;438.677;./core_63/sim_stress_27_2_2019_172308_174984
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;88527786;0.1;0.02;0.01;1;0.08;0.005;0.04;0.5;0.1;0.1;0.5;100;5000000;0.0154;0.547513;6.38893;5.31947;10.5711;92.6529;0.000803192;0.00525778;0.00917022;5.75062;359.177;./core_64/sim_stress_27_2_2019_172309_87835780
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;897508759;0.1;0.02;0.01;10;0.08;0.005;0.04;0.5;0.1;0.1;0.5;100;5000000;0.0424;0.991129;2.18868;0.0204229;0.258763;22.0953;0.000115005;0.00218809;0.000309526;0.463096;348.972;./core_65/sim_stress_27_2_2019_172308_897049343
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;835841693;0.1;0.02;0.01;0.5;0.08;0.005;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0008;0.016662;10.8115;6.42985;96.1102;95.618;0.000179866;0.0107339;0.00521599;247.442;285.453;./core_66/sim_stress_27_2_2019_172308_835553801
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;761366797;0.1;0.02;0.01;1;0.08;0.005;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0046;0.0902391;9.94443;5.18215;63.2012;95.0822;0.000297411;0.00624099;0.00450224;323.445;302.713;./core_67/sim_stress_27_2_2019_172308_760968098
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;120885778;0.1;0.02;0.01;10;0.08;0.005;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0296;0.990728;5.13073;0.00934274;0.545148;10.0737;0.000100138;0.00142138;0.000117865;2.45035;359.683;./core_68/sim_stress_27_2_2019_172309_119976131
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;902503630;0.1;0.02;0.01;0.5;0.08;0.005;0.04;0.5;0.1;0.9;0.5;100;5000000;0.002;0.0148226;9.74987;6.41703;96.046;53.3277;0.000163547;0.0147303;0.004394;241.309;75.8476;./core_69/sim_stress_27_2_2019_172308_901964045
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;423347499;0.1;0.02;0.01;1;0.08;0.005;0.04;0.5;0.1;0.9;0.5;100;5000000;0.002;0.0152038;9.95535;5.77793;95.6524;96.0803;0.000177953;0.00783371;0.0174919;271.131;251.317;./core_70/sim_stress_27_2_2019_172309_422905714
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;459167384;0.1;0.02;0.01;10;0.08;0.005;0.04;0.5;0.1;0.9;0.5;100;5000000;0.0204;0.983208;8.76926;0.0129071;0.841205;9.35203;0.000200786;0.00406518;0.000171272;6.50321;674.794;./core_71/sim_stress_27_2_2019_172309_457778549
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;243231463;0.1;0.02;0.04;0.5;0.08;0.02;0.04;0.5;0.1;0.1;0.5;100;5000000;0.0904;0.471408;0.0394058;8.22913;15.9806;62.9726;0.00105964;0.00105293;0.00718472;18.5083;923.44;./core_72/sim_stress_27_2_2019_172309_242778893
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;980475588;0.1;0.02;0.04;1;0.08;0.02;0.04;0.5;0.1;0.1;0.5;100;5000000;0.0686;0.848443;0.0442043;8.17438;9.39427;77.1859;0.00165113;0.000883414;0.00394661;2.37841;667.506;./core_73/sim_stress_27_2_2019_172308_966407619
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;157903986;0.1;0.02;0.04;10;0.08;0.02;0.04;0.5;0.1;0.1;0.5;100;5000000;0.2202;0.997158;2.20174;0.00370811;0.345791;26.4114;2.99776e-05;0.00314589;5.29167e-05;0.635619;566.07;./core_74/sim_stress_27_2_2019_172309_157331666
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;93132255;0.1;0.02;0.04;0.5;0.08;0.02;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0822;0.258497;1.07297;5.52559;18.9265;18.1889;0.00139521;0.00320903;0.00505017;41.4708;50.023;./core_75/sim_stress_27_2_2019_172309_92431872
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;166988436;0.1;0.02;0.04;1;0.08;0.02;0.04;0.5;0.1;0.5;0.5;100;5000000;0.0466;0.373675;2.4568;6.95508;18.1317;35.3952;0.00125231;0.00775406;0.00519834;17.9439;89.8023;./core_76/sim_stress_27_2_2019_172309_166497642
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;102867523;0.1;0.02;0.04;10;0.08;0.02;0.04;0.5;0.1;0.5;0.5;100;5000000;0.188;0.995741;5.84344;0.00364753;0.810652;15.2788;4.49553e-05;0.00429013;3.47133e-05;4.05703;626.41;./core_77/sim_stress_27_2_2019_172309_102161337
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;826182218;0.1;0.02;0.04;0.5;0.08;0.02;0.04;0.5;0.1;0.9;0.5;100;5000000;0.044;0.295508;6.26767;4.74785;16.5074;9.13938;0.00105761;0.00335397;0.00670281;24.5807;7.6431;./core_78/sim_stress_27_2_2019_172308_825391162
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;774681049;0.1;0.02;0.04;1;0.08;0.02;0.04;0.5;0.1;0.9;0.5;100;5000000;0.0778;0.257504;5.89509;4.21688;16.2228;17.945;0.00164667;0.00391224;0.00193953;37.6456;46.9591;./core_79/sim_stress_27_2_2019_172308_773974996
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.5;800321507;0.1;0.02;0.04;10;0.08;0.02;0.04;0.5;0.1;0.9;0.5;100;5000000;0.134;0.994708;9.04877;0.00612015;1.09606;12.1575;4.73041e-05;0.00133029;6.57136e-05;8.64367;887.809;./core_80/sim_stress_27_2_2019_172308_799715771
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;886210292;0.1;0.02;0.04;0.5;0.08;0.02;0.04;0.5;0.1;0.1;0.5;100;5000000;0.0566;0.450181;0.0637688;7.71371;16.2067;62.9619;0.00204969;0.00123271;0.00394039;13.384;785.598;./core_81/sim_stress_27_2_2019_172308_885789981
0.02;10;2;0.02;0.5;5000;100;1;0.08;0.8;17139894;0.1;0.02;0.04;1;0.08;0.02;0.04;0.5;0.1;0.1;0.5;100;5000000;0.0582;0.938429;0.0350537;8.94133;9.2991;76.6106;0.000890868;0.000685595;0.00647392;2.22979;679.189;./core_82/sim_stress_27_2_2019_172309_3068289
